id,poj_input,poj_unicode,tailo_input,tailo_unicode,taigi_hanji,page_number
262,Chhan5-chhinn,Chhân-chhiⁿ,Tshan5-tshinn,Tshân-tshinn,田菁,113
263,Chu5-nng5,Chû-nn̂g,Tsu5-nng5,Tsû-nn̂g,薯榔,114
264,Peh-chu5-nng5,Peh-chû-nn̂g,Peh-tsu5-nng5,Peh-tsû-nn̂g,白薯榔,114
265,Sia7-kan,Siā-kan,Sia7-kan,Siā-kan,射干,114
266,Ang5-be2-iah8-hoe,Âng-bé-ia̍h-hoe,Ang5-be2-iah8-hue,Âng-bé-ia̍h-hue,紅尾蝶花,114
267,Be2-iah8-hoe,Bé-ia̍h-hoe,Be2-iah8-hue,Bé-ia̍h-hue,尾蝶花,114
268,Peh8-be2-iah8-hoe,Pe̍h-bé-ia̍h-hoe,Peh8-be2-iah8-hue,Pe̍h-bé-ia̍h-hue,白尾蝶花,115
269,Hun-chio,Hun-chio,Hun-tsio,Hun-tsio,粉蕉,115
270,Soann-keng-chio,Soaⁿ-keng-chio,Suann-king-tsio,Suann-king-tsio,山芎蕉,116
271,Bok8-koa-keng-chio,Bo̍k-koa-keng-chio,Bok8-kua-king-tsio,Bo̍k-kua-king-tsio,木瓜芎蕉,116
272,Keng-chio,Keng-chio,King-tsio,King-tsio,芎蕉,116
273,Pak-chio,Pak-chio,Pak-tsio,Pak-tsio,北蕉,116
274,Chhinn-kiunn,Chhiⁿ-kiuⁿ,Tshinn-kiunn,Tshinn-kiunn,生姜,116
275,Kiunn-ng5,Kiuⁿ-n̂g,Kiunn-ng5,Kiunn-n̂g,薑黃、姜黃,116
276,Kiunn-ng5,Kiuⁿ-n̂g,Kiunn-ng5,Kiunn-n̂g,薑黃,117
277,Soann-nai,Soaⁿ-nai,Suann-nai,Suann-nai,山奈,117
278,Lam5-kiunn,Lâm-kiuⁿ,Lam5-kiunn,Lâm-kiunn,南薑、南姜,117
279,Geh8-tho5,Ge̍h-thô,Geh8-tho5,Ge̍h-thô,月桃,118
280,Kiunn,Kiuⁿ,Kiunn,Kiunn,薑,118
281,Chhinn-kiunn,Chhiⁿ-kiuⁿ,Tshinn-kiunn,Tshinn-kiunn,生姜,118
282,Lian5-chiau-hoe,Liân-chiau-hoe,Lian5-tsiau-hue,Liân-tsiau-hue,蓮蕉花,119
283,Lian5-chiau-hoe,Liân-chiau-hoe,Lian5-tsiau-hue,Liân-tsiau-hue,蓮蕉花,119
284,Kim-sun2,Kim-sún,Kim-sun2,Kim-sún,金筍,119
285,Kim-soann3-lian5,Kim-sòaⁿ-liân,Kim-suann3-lian5,Kim-suànn-liân,金線蓮,120
286,Chhiu7-chhau2-lian5,Chhiū-chháu-liân,Tshiu7-tshau2-lian5,Tshiū-tsháu-liân,樹草蓮,120
287,Chiau2-a2-hoe,Chiáu-á-hoe,Tsiau2-a2-hue,Tsiáu-á-hue,鳥仔花,121
288,So3-sim,Sò-sim,So3-sim,Sò-sim,素心,125
289,So3-sim-koann-lan5,Sò-sim-koaⁿ-lân,So3-sim-kuann-lan5,Sò-sim-kuann-lân,素心菅蘭,125
290,It-tiam2-hong5,It-tiám-hông,It-tiam2-hong5,It-tiám-hông,一點紅,126
291,Bok8-hak8,Bo̍k-ha̍k,Bok8-hak8,Bo̍k-ha̍k,木斛,126
292,Bok8-hak8,Bo̍k-ha̍k,Bok8-hak8,Bo̍k-ha̍k,木斛,127
293,Kim-chioh8-hak8,Kim-chio̍h-ha̍k,Kim-tsioh8-hak8,Kim-tsio̍h-ha̍k,金石斛,127
294,Chiap-kut-chhau2,Chiap-kut-chháu,Tsiap-kut-tshau2,Tsiap-kut-tsháu,接骨草,127
295,Oo5-tiap8-lan5,Ô͘-tia̍p-lân,Oo5-tiap8-lan5,Ôo-tia̍p-lân,蝴蝶蘭,136
296,Iah8-lan5,Ia̍h-lân,Iah8-lan5,Ia̍h-lân,蝶蘭,136
297,Bok8-moa5-hong5,Bo̍k-môa-hông,Bok8-mua5-hong5,Bo̍k-muâ-hông,木麻黃,140
298,Chhau3-chho-chhau2,Chhàu-chho-chháu,Tshau3-tsho-tshau2,Tshàu-tsho-tsháu,臭臊草,140
299,Chhau3-kam2-chhau2,Chhàu-kám-chháu,Tshau3-kam2-tshau2,Tshàu-kám-tsháu,臭敢草,140
300,Kau2-liap8-bi2,Káu-lia̍p-bí,Kau2-liap8-bi2,Káu-lia̍p-bí,狗粒米,140
301,Chhiu2-ioh8,Chhiú-io̍h,Tshiu2-ioh8,Tshiú-io̍h,手藥,140
302,Hi5-chho-chhau2,Hî-chho-chháu,Hi5-tsho-tshau2,Hî-tsho-tsháu,魚臊草,140
303,Chui2-lau2-chhau2,Chúi-láu-chháu,Tsui2-lau2-tshau2,Tsuí-láu-tsháu,水荖草,140
304,Lo5-tin5,Lô-tîn,Lo5-tin5,Lô-tîn,蔞藤,141
305,Lau2-tin5,Láu-tîn,Lau2-tin5,Láu-tîn,荖藤,141
306,Lau2-tin5,Láu-tîn,Lau2-tin5,Láu-tîn,荖藤,141
307,Hong-tin5,Hong-tîn,Hong-tin5,Hong-tîn,風藤,141
308,Toa7-hong-tin5,Tōa-hong-tîn,Tua7-hong-tin5,Tuā-hong-tîn,大風藤,141
309,Chin-hong-tin5,Chin-hong-tîn,Tsin-hong-tin5,Tsin-hong-tîn,真風藤,141
310,Hoan-a2-lau2-hioh8,Hoan-á-láu-hio̍h,Huan-a2-lau2-hioh8,Huan-á-láu-hio̍h,蕃仔荖葉,141
311,Ho-chio,Ho-chio,Ho-tsio,Ho-tsio,胡椒,141
312,Si3-hioh8-lian5,Sì-hio̍h-liân,Si3-hioh8-lian5,Sì-hio̍h-liân,四葉蓮,142
313,Koe-kha-lan5,Koe-kha-lân,Kue-kha-lan5,Kue-kha-lân,鷄脚蘭,142
314,Te5-lan5,Tê-lân,Te5-lan5,Tê-lân,茶蘭,142
315,Sui5-liu2,Sûi-liú,Sui5-liu2,Suî-liú,垂柳,142
316,Chui2-liu2,Chúi-liú,Tsui2-liu2,Tsuí-liú,水柳,142
317,Chui2-liu2-a2,Chúi-liú-á,Tsui2-liu2-a2,Tsuí-liú-á,水柳仔,142
318,Chhiu7-m5,Chhiū-m̂,Tshiu7-m5,Tshiū-m̂,樹梅,143
319,Ioan7-m5,Ioān-m̂,Iuan7-m5,Iuān-m̂,椵梅,143
320,Iong5-moai5,Iông-moâi,Iong5-muai5,Iông-muâi,楊梅,143
321,Ng5-ki2,N̂g-kí,Ng5-ki2,N̂g-kí,黃𣏌,143
322,Ng5-ku2,N̂g-kú,Ng5-ku2,N̂g-kú,黃櫸,143
323,Jin5-ki2,Jîn-kí,Jin5-ki2,Jîn-kí,仁𣏌,143
324,Chui2-kho-a2,Chúi-kho-á,Tsui2-kho-a2,Tsuí-kho-á,水柯仔,144
325,Chui2-liu5-kho,Chúi-liû-kho,Tsui2-liu5-kho,Tsuí-liû-kho,水流柯,144
326,Chui2-liu2-kho,Chúi-liú-kho,Tsui2-liu2-kho,Tsuí-liú-kho,水柳柯,144
327,Lat8-chi2,La̍t-chí,Lat8-tsi2,La̍t-tsí,栗子,144
328,Chhiah-kau2,Chhiah-káu,Tshiah-kau2,Tshiah-káu,赤校,145
329,Chhiah-liu5,Chhiah-liû,Tshiah-liu5,Tshiah-liû,赤鱗,145
330,Toa7-hioh8-kau2-lat8,Tōa-hio̍h-káu-la̍t,Tua7-hioh8-kau2-lat8,Tuā-hio̍h-káu-la̍t,大葉校栗,145
331,Kau2-lat8,Káu-la̍t,Kau2-lat8,Káu-la̍t,校栗,145
332,Ang5-phe5-koa,Âng-phê-koa,Ang5-phe5-kua,Âng-phê-kua,紅皮柯,145
333,He2-sio-koa,Hé-sio-koa,He2-sio-kua,Hé-sio-kua,火燒柯,145
334,Chhiah-kau2,Chhiah-káu,Tshiah-kau2,Tshiah-káu,赤校,145
335,Kau2-lat8,Káu-la̍t,Kau2-lat8,Káu-la̍t,校栗,145
336,Iu5-hioh8-too7-a2,Iû-hio̍h-tō͘-á,Iu5-hioh8-too7-a2,Iû-hio̍h-tōo-á,油葉杜仔,146
337,Toa7-hioh8-too7,Tōa-hio̍h-tō͘,Tua7-hioh8-too7,Tuā-hio̍h-tōo,大葉杜,146
338,Too7-a2,Tō͘-á,Too7-a2,Tōo-á,杜仔,146
339,Ang5-kau2-chan,Âng-káu-chan,Ang5-kau2-tsan,Âng-káu-tsan,紅校櫕,146
340,Kau2-chan,Káu-chan,Kau2-tsan,Káu-tsan,校櫕,146
341,Chhiah-ko,Chhiah-ko,Tshiah-ko,Tshiah-ko,赤柯,146
342,Toa7-hioh8-too7-a2,Tōa-hio̍h-tō͘-á,Tua7-hioh8-too7-a2,Tuā-hio̍h-tōo-á,大葉杜仔,146
343,Toa7-hioh8-kau2-lat8,Tōa-hio̍h-káu-la̍t,Tua7-hioh8-kau2-lat8,Tuā-hio̍h-káu-la̍t,大葉校栗,146
344,Too7-a2,Tō͘-á,Too7-a2,Tōo-á,杜仔,146
345,Kho-a2,Kho-á,Kho-a2,Kho-á,柯仔,147
346,Ang5-bah-too7,Âng-bah-tō͘,Ang5-bah-too7,Âng-bah-tōo,紅肉杜,147
347,Kho-a2,Kho-á,Kho-a2,Kho-á,柯仔,147
348,Peh8-kau2-chan,Pe̍h-káu-chan,Peh8-kau2-tsan,Pe̍h-káu-tsan,白校櫕,147
349,Kho-si,Kho-si,Kho-si,Kho-si,柯絲,147
350,Chhiah-phe5-too7-a2,Chhiah-phê-tō͘-á,Tshiah-phe5-too7-a2,Tshiah-phê-tōo-á,赤皮杜仔,148
351,Ang5-bah-too7,Âng-bah-tō͘,Ang5-bah-too7,Âng-bah-tōo,紅肉杜,148
352,Su-a2,Su-á,Su-a2,Su-á,？仔,148
353,Lim5-li5,Lîm-lî,Lim5-li5,Lîm-lî,淋漓,148
354,Chhiah-phe5,Chhiah-phê,Tshiah-phe5,Tshiah-phê,赤皮,148
355,Chioh8-chu,Chio̍h-chu,Tsioh8-tsu,Tsio̍h-tsu,石櫧,148
356,Chhiah-koa,Chhiah-koa,Tshiah-kua,Tshiah-kua,赤柯,148
357,Kau2-chan,Káu-chan,Kau2-tsan,Káu-tsan,校櫕、九櫕,148
358,Kau2-cho5,Káu-chô,Kau2-tso5,Káu-tsô,九槽,148
359,Kau2-chan,Káu-chan,Kau2-tsan,Káu-tsan,校櫕,149
360,Tiu5-a2,Tiû-á,Tiu5-a2,Tiû-á,稠仔,149
361,Ang5-kau2-chan,Âng-káu-chan,Ang5-kau2-tsan,Âng-káu-tsan,紅校櫕,149
362,Kau2-lat8,Káu-la̍t,Kau2-lat8,Káu-la̍t,校栗,150
363,Mi5-lat8,Mî-la̍t,Mi5-lat8,Mî-la̍t,棉栗,150
364,Peh8-koe-iu5,Pe̍h-koe-iû,Peh8-kue-iu5,Pe̍h-kue-iû,白鷄油,150
365,Chioh8-phok,Chio̍h-phok,Tsioh8-phok,Tsio̍h-phok,石博,150
366,Chioh8-siap,Chio̍h-siap,Tsioh8-siap,Tsio̍h-siap,石澁,150
367,Phoh-a2,Phoh-á,Phoh-a2,Phoh-á,粕仔,150
368,Phoh-a2-chhiu7,Phoh-á-chhiū,Phoh-a2-tshiu7,Phoh-á-tshiū,粕仔樹、朴仔樹,150
369,Soann-iunn5-moa5,Soaⁿ-iûⁿ-môa,Suann-iunn5-mua5,Suann-iûnn-muâ,山黃麻,150
370,Ang5-koe-iu5,Âng-koe-iû,Ang5-kue-iu5,Âng-kue-iû,紅鷄油,151
371,Koe-iu5,Koe-iû,Kue-iu5,Kue-iû,鷄油,151
372,Pho-lo5-bit8,Pho-lô-bi̍t,Pho-lo5-bit8,Pho-lô-bi̍t,波羅蜜,151
373,Lok8-a2-chhiu7,Lo̍k-á-chhiū,Lok8-a2-tshiu7,Lo̍k-á-tshiū,鹿仔樹,151
374,O3-gio5-chi2,Ò-giô-chí,O3-gio5-tsi2,Ò-giô-tsí,愛玉子,152
375,Gio5-chi2,Giô-chí,Gio5-tsi2,Giô-tsí,玉枳,152
376,Chi2-a2,Chí-á,Tsi2-a2,Tsí-á,枳仔,152
377,Gu5-lin-pong5,Gû-lin-pông,Gu5-lin-pong5,Gû-lin-pông,牛乳房,152
378,Sann-khak,Saⁿ-khak,Sann-khak,Sann-khak,三麴,152
379,Chiunn-linn-a2,Chiuⁿ-liⁿ-á,Tsiunn-linn-a2,Tsiunn-linn-á,漿乳仔,152
380,Lok8-png7,Lo̍k-pn̄g,Lok8-png7,Lo̍k-pn̄g,鹿飯,152
381,Bu5-hoa-ko5,Bû-hoa-kô,Bu5-hua-ko5,Bû-hua-kô,無花果,152
382,Toa7-phann3,Tōa-phàⁿ,Tua7-phann3,Tuā-phànn,大冇,152
383,Gu5-lin-chhiu7,Gû-lin-chhiū,Gu5-lin-tshiu7,Gû-lin-tshiū,牛乳樹,152
384,Ti-bu2-lin,Ti-bú-lin,Ti-bu2-lin,Ti-bú-lin,猪母乳,152
385,Peh8-bah-chheng5,Pe̍h-bah-chhêng,Peh8-bah-tshing5,Pe̍h-bah-tshîng,白肉榕,153
386,Bo7-chhau2,Bō-chháu,Bo7-tshau2,Bō-tsháu,磨草,153
387,Khinn5-piah-tin5,Khîⁿ-piah-tîn,Khinn5-piah-tin5,Khînn-piah-tîn,扲壁藤,153
388,Hong-put-tong7,Hong-put-tōng,Hong-put-tong7,Hong-put-tōng,風不動,153
389,Gu5-lin,Gû-lin,Gu5-lin,Gû-lin,牛乳,153
390,Tai7-teng-hong5,Tāi-teng-hông,Tai7-ting-hong5,Tāi-ting-hông,大丁黃,154
391,Toa7-phann3-chhiu7,Tōa-phàⁿ-chhiū,Tua7-phann3-tshiu7,Tuā-phànn-tshiū,大冇樹,154
392,Toa7-hioh8-phann3,Tōa-hio̍h-phàⁿ,Tua7-hioh8-phann3,Tuā-hio̍h-phànn,大葉冇,154
393,Ti-bu2-lin,Ti-bú-lin,Ti-bu2-lin,Ti-bú-lin,猪母乳,154
394,Ti-bu2-lin-ku7,Ti-bú-lin-kū,Ti-bu2-lin-ku7,Ti-bú-lin-kū,猪母乳舅,154
395,Se-chi2-a2,Se-chí-á,Se-tsi2-a2,Se-tsí-á,樨枳仔,154
396,Chi2-poo,Chí-po͘,Tsi2-poo,Tsí-poo,枳枯,154
397,Toa7-hioh8-kau2-teng5-chhe,Tōa-hio̍h-káu-têng-chhe,Tua7-hioh8-kau2-ting5-tshe,Tuā-hio̍h-káu-tîng-tshe,大葉九重吹,154
398,O3-gio5-chi2,Ò-giô-chí,O3-gio5-tsi2,Ò-giô-tsí,愛玉子,155
399,Hong-put-tong7,Hong-put-tōng,Hong-put-tong7,Hong-put-tōng,風不動,155
400,Oo-chheng5,O͘-chhêng,Oo-tshing5,Oo-tshîng,烏榕,155
401,Chheng5-chhiu7,Chhêng-chhiū,Tshing5-tshiu7,Tshîng-tshiū,榕樹,155
402,Chheng5,Chhêng,Tshing5,Tshîng,榕,155
403,Chiann3-chheng5,Chiàⁿ-chhêng,Tsiann3-tshing5,Tsiànn-tshîng,正榕,155
404,Kau2-teng5-chhe,Káu-têng-chhe,Kau2-ting5-tshe,Káu-tîng-tshe,九重吹,155
405,Siap-hioh8,Siap-hio̍h,Siap-hioh8,Siap-hio̍h,澁葉,155
406,Soe3-hioh8-siap-hioh8,Sòe-hio̍h-siap-hio̍h,Sue3-hioh8-siap-hioh8,Suè-hio̍h-siap-hio̍h,細葉澁葉,155
407,Siap-a2-chhiu7,Siap-á-chhiū,Siap-a2-tshiu7,Siap-á-tshiū,澁仔樹,155
408,Peh8-soa,Pe̍h-soa,Peh8-sua,Pe̍h-sua,白沙,155
409,Soann-ti-ke5,Soaⁿ-ti-kê,Suann-ti-ke5,Suann-ti-kê,山猪枷,155
410,Peh8-chheng5,Pe̍h-chhêng,Peh8-tshing5,Pe̍h-tshîng,白榕,156
411,Peh8-bah-chheng5,Pe̍h-bah-chhêng,Peh8-bah-tshing5,Pe̍h-bah-tshîng,白肉榕,156
412,Chhiah-iong5,Chhiah-iông,Tshiah-iong5,Tshiah-iông,赤榕,156
413,Soann-chheng5,Soaⁿ-chhêng,Suann-tshing5,Suann-tshîng,山榕,156
414,Chiau2-chheng5,Chiáu-chhêng,Tsiau2-tshing5,Tsiáu-tshîng,鳥榕,156
415,Chiau2-sai2-chheng5,Chiáu-sái-chhêng,Tsiau2-sai2-tshing5,Tsiáu-sái-tshîng,鳥屎榕,156
416,Soann-khoo2-koe,Soaⁿ-khó͘-koe,Suann-khoo2-kue,Suann-khóo-kue,山苦瓜,156
417,Khoo2-koe-chhau2,Khó͘-koe-chháu,Khoo2-kue-tshau2,Khóo-kue-tsháu,苦瓜草,156
418,Niu5-a2-hioh8-chhiu7,Niû-á-hio̍h-chhiū,Niu5-a2-hioh8-tshiu7,Niû-á-hio̍h-tshiū,蠶仔葉樹,156
419,Sng-chai5-a2,Sng-châi-á,Sng-tsai5-a2,Sng-tsâi-á,桑材仔,156
420,Niu5-a2-chhiu7,Niû-á-chhiū,Niu5-a2-tshiu7,Niû-á-tshiū,蠶仔樹,156
421,Song-chhiu7,Song-chhiū,Song-tshiu7,Song-tshiū,桑樹,156
422,Iam5-sng-a2,Iâm-sng-á,Iam5-sng-a2,Iâm-sng-á,鹽桑仔,156
423,Ng5-kim-kui3,N̂g-kim-kùi,Ng5-kim-kui3,N̂g-kim-kuì,黃金桂,157
424,Tai7-teng-hong5,Tāi-teng-hông,Tai7-ting-hong5,Tāi-ting-hông,大丁黃,157
425,Chhi3-keh-a2,Chhì-keh-á,Tshi3-keh-a2,Tshì-keh-á,刺格仔,157
426,Soann-chui2-liu2,Soaⁿ-chúi-liú,Suann-tsui2-liu2,Suann-tsuí-liú,山水柳,157
427,Chhoo-khng-kak,Chho͘-khng-kak,Tshoo-khng-kak,Tshoo-khng-kak,粗糠壳,157
428,He5-kong-chhiu,Hê-kong-chhiu,He5-kong-tshiu,Hê-kong-tshiu,蝦公鬚,157
429,Thu2-moa5,Thú-môa,Thu2-mua5,Thú-muâ,苧麻,157
430,Toe7-a2,Tōe-á,Tue7-a2,Tuē-á,苧仔,157
431,Kim-siah8-liu5,Kim-sia̍h-liû,Kim-siah8-liu5,Kim-sia̍h-liû,金石榴,158
432,Chiunn2-chhau2-sim-chhau2,Chiúⁿ-chháu-sim-chháu,Tsiunn2-tshau2-sim-tshau2,Tsiúnn-tsháu-sim-tsháu,蔣草心草,158
433,Ka7-lang5-kau2,Kā-lâng-káu,Ka7-lang5-kau2,Kā-lâng-káu,咬人狗,159
434,Chioh8-chu5,Chio̍h-chû,Tsioh8-tsu5,Tsio̍h-tsû,石薯,160
435,Chioh8-chu-a2,Chio̍h-chu-á,Tsioh8-tsu-a2,Tsio̍h-tsu-á,石珠仔,160
436,Chui2-koe-iu5,Chúi-koe-iû,Tsui2-kue-iu5,Tsuí-kue-iû,水鷄油,162
437,Chioh8-chu-a2,Chio̍h-chu-á,Tsioh8-tsu-a2,Tsio̍h-tsu-á,石珠仔,163
438,Chhi3-chhau2,Chhì-chháu,Tshi3-tshau2,Tshì-tsháu,刺草,163
439,Ka7-lang5-niau,Kā-lâng-niau,Ka7-lang5-niau,Kā-lâng-niau,咬人猫,163
440,Soann-chui2-liu2,Soaⁿ-chúi-liú,Suann-tsui2-liu2,Suann-tsuí-liú,山水柳,163
441,Soann-geng5-geng2,Soaⁿ-gêng-géng,Suann-ging5-ging2,Suann-gîng-gíng,山龍眼,163
442,Soann-kam-a2,Soaⁿ-kam-á,Suann-kam-a2,Suann-kam-á,山柑仔,164
443,Soann-iu7-a2,Soaⁿ-iū-á,Suann-iu7-a2,Suann-iū-á,山柚仔,164
444,Siong5-san,Siông-san,Siong5-san,Siông-san,常山,164
445,Toann5-hiunn,Tôaⁿ-hiuⁿ,Tuann5-hiunn,Tuânn-hiunn,檀香,164
446,Chhinn-bak8-hiunn,Chhiⁿ-ba̍k-hiuⁿ,Tshinn-bak8-hiunn,Tshinn-ba̍k-hiunn,青木香,166
447,Ng5-tin5,N̂g-tîn,Ng5-tin5,N̂g-tîn,黃藤,166
448,Bak8-hiunn,Ba̍k-hiuⁿ,Bak8-hiunn,Ba̍k-hiunn,木香,166
449,Tin5-chu5,Tîn-chû,Tin5-tsu5,Tîn-tsû,藤薯,166
450,Se3-sin,Sè-sin,Se3-sin,Sè-sin,細辛,167
451,Kio5-beh8,Kiô-be̍h,Kio5-beh8,Kiô-be̍h,蕎麥,168
452,Tinn-beh8,Tiⁿ-be̍h,Tinn-beh8,Tinn-be̍h,甜麥,168
453,Gia5-kang-chhau2,Giâ-kang-chháu,Gia5-kang-tshau2,Giâ-kang-tsháu,蜈蚣草、鵞江草,168
454,Peh8-khoo2-thiau7,Pe̍h-khó͘-thiāu,Peh8-khoo2-thiau7,Pe̍h-khóo-thiāu,白苦柱,168
455,Ang5-kut-chhin3-png7-tin5,Âng-kut-chhìn-pn̄g-tîn,Ang5-kut-tshin3-png7-tin5,Âng-kut-tshìn-pn̄g-tîn,紅骨凊飯藤,168
456,Chhin3-png7-tin5,Chhìn-pn̄g-tîn,Tshin3-png7-tin5,Tshìn-pn̄g-tîn,凊飯藤,168
457,Chhoan-chhit,Chhoan-chhit,Tshuan-tshit,Tshuan-tshit,川七,168
458,Loe5-piah-chhi3,Lôe-piah-chhì,Lue5-piah-tshi3,Luê-piah-tshì,犁壁刺,170
459,Khoo2-tiau-a2-chhau2,Khó͘-tiau-á-chháu,Khoo2-tiau-a2-tshau2,Khóo-tiau-á-tsháu,苦柱仔草,170
460,Sann-kak-iam5-sng,Saⁿ-kak-iâm-sng,Sann-kak-iam5-sng,Sann-kak-iâm-sng,三角鹽酸,170
461,Chui2-ang5-kut-choa5,Chúi-âng-kut-chôa,Tsui2-ang5-kut-tsua5,Tsuí-âng-kut-tsuâ,水紅骨蛇,170
462,Chui2-loe5-piah-chhau2,Chúi-lôe-piah-chháu,Tsui2-lue5-piah-tshau2,Tsuí-luê-piah-tsháu,水犁壁草,170
463,Ho5-siu2-oo,Hô-siú-o͘,Ho5-siu2-oo,Hô-siú-oo,何首烏,171
464,Peh8-koe-sai2-tin5,Pe̍h-koe-sái-tîn,Peh8-kue-sai2-tin5,Pe̍h-kue-sái-tîn,白鷄屎藤,171
465,Chhoan-chhit,Chhoan-chhit,Tshuan-tshit,Tshuan-tshit,川七,171
466,Ang5-kut-choa5,Âng-kut-chôa,Ang5-kut-tsua5,Âng-kut-tsuâ,紅骨蛇,171
467,Chhoan-chhit,Chhoan-chhit,Tshuan-tshit,Tshuan-tshit,川七,171
468,Khak-chhai3,Khak-chhài,Khak-tshai3,Khak-tshài,殼菜,171
469,Ka-boah8-chhai3,Ka-boa̍h-chhài,Ka-buah8-tshai3,Ka-bua̍h-tshài,茭？菜、茄茉菜,172
470,Chhau3-chhoan-kiong,Chhàu-chhoan-kiong,Tshau3-tshuan-kiong,Tshàu-tshuan-kiong,臭川芎,172
471,Chhau3-heng7,Chhàu-hēng,Tshau3-hing7,Tshàu-hīng,臭杏,172
472,Sau3-chhiu2-chhau2,Sàu-chhiú-chháu,Sau3-tshiu2-tshau2,Sàu-tshiú-tsháu,掃箒草,172
473,Pe-leng5-chhai3,Pe-lêng-chhài,Pe-ling5-tshai3,Pe-lîng-tshài,菠薐菜、飛稜菜、飛龍菜,172
474,Chhiah-kun-chhai3,Chhiah-kun-chhài,Tshiah-kun-tshai3,Tshiah-kun-tshài,赤根菜,172
475,Toah-phinn7-chhau2,Toah-phīⁿ-chháu,Tuah-phinn7-tshau2,Tuah-phīnn-tsháu,掇鼻草,173
476,Chhoah-phinn7-chhau2,Chhoah-phīⁿ-chháu,Tshuah-phinn7-tshau2,Tshuah-phīnn-tsháu,擦鼻草,173
477,Giu5-chhek,Giû-chhek,Giu5-tshik,Giû-tshik,牛膝,173
478,Koe-kut-hong5,Koe-kut-hông,Kue-kut-hong5,Kue-kut-hông,鷄骨癀,173
479,Mng5-hoe7-bak,Mn̂g-hōe-bak,Mng5-hue7-bak,Mn̂g-huē-bak,磅蟹目,173
480,To3-ke3-chhau2,Tò-kè-chháu,To3-ke3-tshau2,Tò-kè-tsháu,到繼草,173
481,Ang5-kut-choa5,Âng-kut-chôa,Ang5-kut-tsua5,Âng-kut-tsuâ,紅骨蛇,173
482,Giu5-chhek,Giû-chhek,Giu5-tshik,Giû-tshik,牛膝,173
483,Chat-chat-hoe,Chat-chat-hoe,Tsat-tsat-hue,Tsat-tsat-hue,節節花,173
484,Chhan5-pinn-chhau2,Chhân-piⁿ-chháu,Tshan5-pinn-tshau2,Tshân-pinn-tsháu,田邊草,173
485,Ang5-chhan5-oo-chhau2,Âng-chhân-o͘-chháu,Ang5-tshan5-oo-tshau2,Âng-tshân-oo-tsháu,紅田烏草,173
486,Cha2-lian5-chhau2,Chá-liân-chháu,Tsa2-lian5-tshau2,Tsá-liân-tsháu,早蓮草,173
487,Ang5-hoe-bit8-chhai3,Âng-hoe-bi̍t-chhài,Ang5-hue-bit8-tshai3,Âng-hue-bi̍t-tshài,紅花蜜菜,173
488,Ang5-chhan5-oo,Âng-chhân-o͘,Ang5-tshan5-oo,Âng-tshân-oo,紅田烏,173
489,Chhan5-oo-chhau2,Chhân-o͘-chháu,Tshan5-oo-tshau2,Tshân-oo-tsháu,田烏草,173
490,Ang5-kut-chhoah-phinn7-chhau2,Âng-kut-chhoah-phīⁿ-chháu,Ang5-kut-tshuah-phinn7-tshau2,Âng-kut-tshuah-phīnn-tsháu,紅骨擦鼻草,173
491,Soann-heng7-chhai3,Soaⁿ-hēng-chhài,Suann-hing7-tshai3,Suann-hīng-tshài,山莕菜,174
492,Heng7-chhai3,Hēng-chhài,Hing7-tshai3,Hīng-tshài,莕菜、荇菜,174
493,Chhi3-heng7,Chhì-hēng,Tshi3-hing7,Tshì-hīng,刺莧,174
494,Chhi3-soo,Chhì-so͘,Tshi3-soo,Tshì-soo,刺蒐,174
495,Chhi-siunn,Chhi-siuⁿ,Tshi-siunn,Tshi-siunn,青箱,174
496,Koe-ke3-hoe,Koe-kè-hoe,Kue-ke3-hue,Kue-kè-hue,鷄冠花,174
497,Peh8-kui3-kiok-hoe,Pe̍h-kùi-kiok-hoe,Peh8-kui3-kiok-hue,Pe̍h-kuì-kiok-hue,白桂菊花,174
498,Peh8-koe-ke3,Pe̍h-koe-kè,Peh8-kue-ke3,Pe̍h-kue-kè,白鷄冠,174
499,Koe-ke3-hoe,Koe-kè-hoe,Kue-ke3-hue,Kue-kè-hue,鷄冠花,174
500,Koe-ke3,Koe-kè,Kue-ke3,Kue-kè,鷄冠,174
501,Oo-hi5-hoe,O͘-hî-hoe,Oo-hi5-hue,Oo-hî-hue,烏魚花,174
502,Inn5-a2-hoe,Îⁿ-á-hoe,Inn5-a2-hue,Înn-á-hue,圓仔花,175
503,Ku-hoe,Ku-hoe,Ku-hue,Ku-hue,龜花,175
504,Soo3-hiunn,Sò͘-hiuⁿ,Soo3-hiunn,Sòo-hiunn,素香,176
505,Ian-chi-hoe,Ian-chi-hoe,Ian-tsi-hue,Ian-tsi-hue,胭脂花,176
506,Ki2-thok,Kí-thok,Ki2-thok,Kí-thok,齒托,176
