id,poj_input,poj_unicode,tailo_input,tailo_unicode,hanlo,hoagi,from
3145,ka-chhiam,ka-chhiam,ka-tshiam,ka-tshiam,加簽,加簽,匿名
3146,A-bi2-chok8,A-bí-cho̍k,A-bi2-tsok8,A-bí-tso̍k,阿美族,阿美族,匿名
3148,kek-noa7-noa7,kek-nōa-nōa,kik-nua7-nua7,kik-nuā-nuā,激爛爛,耍廢,匿名
3149,phainn7-a2-kheh,phāiⁿ-á-kheh,phainn7-a2-kheh,phāinn-á-kheh,揹仔客,背包客,匿名
3150,thau5-hiunn,thâu-hiuⁿ,thau5-hiunn,thâu-hiunn,頭香,頭香,匿名
3151,hinn7-thang5,hīⁿ-thâng,hinn7-thang5,hīnn-thâng,耳蟲,洗腦歌,匿名
3152,sai2-la7-chui2,sái-lā-chúi,sai2-la7-tsui2,sái-lā-tsuí,使抐水,西打,匿名
3153,toa7-chu2-toa7-i3,tōa-chú-tōa-ì,tua7-tsu2-tua7-i3,tuā-tsú-tuā-ì,大主大意,擅自,匿名
3154,Kiu5-a2,Kiû-á,Kiu5-a2,Kiû-á,球仔,琉球人,匿名
3155,phi2-chah,phí-chah,phi2-tsah,phí-tsah,phí-tsah,披薩,匿名
3156,phi2-sah,phí-sah,phi2-sah,phí-sah,phí-sah,披薩,匿名
3157,pit-chah,pit-chah,pit-tsah,pit-tsah,pit-tsah,披薩,匿名
3158,Pang-chah8,Pang-cha̍h,Pang-tsah8,Pang-tsa̍h,Pangcah,阿美族,匿名
3159,A-mi2-su3,A-mí-sù,A-mi2-su3,A-mí-sù,Amis,阿美族,匿名
3160,chin chu7-chai7,chin chū-chāi,tsin tsu7-tsai7,tsin tsū-tsāi,真自在,好自在,Liz Lin
3161,kong2 se3-siann oe7,kóng sè-siaⁿ oē,kong2 se3-siann ue7,kóng sè-siann uē,講細聲話,竊竊私語,Liz Lin
3162,ko-sok-kong-loo7,ko-sok-kong-lō͘,ko-sok-kong-loo7,ko-sok-kong-lōo,高速公路,高速公路,匿名
3163,lian3-thian-chhia,liàn-thian-chhia,lian3-thian-tshia,liàn-thian-tshia,輾天車,雲霄飛車,Gustave Cheng
3164,koe3-soann-chhia/ke3-soann-chhia,kòe-soaⁿ-chhia/kè-soaⁿ-chhia,kue3-suann-tshia/ke3-suann-tshia,kuè-suann-tshia/kè-suann-tshia,過山車,雲霄飛車,匿名
3165,bo5-lang5,bô-lâng,bo5-lang5,bô-lâng,無人,沒有人,匿名
3166,sio2-chu,sió-chu,sio2-tsu,sió-tsu,小資,小資,匿名
3167,ho2-liau7,hó-liāu,ho2-liau7,hó-liāu,好料,佳餚,匿名
3168,nng2-thoo5-chhim-kut8,nńg-thô͘-chhim-ku̍t,nng2-thoo5-tshim-kut8,nńg-thôo-tshim-ku̍t,軟塗深掘,無限上綱,匿名
3169,pit-tian7,pit-tiān,pit-tian7,pit-tiān,筆電,筆電,匿名
3170,chhi3-juh,chhì-juh,tshi3-juh,tshì-juh,tshì-juh,起司,匿名
3171,phong7-ko2 tian7-nau2,phōng-kó tiān-náu,phong7-ko2 tian7-nau2,phōng-kó tiān-náu,蘋果電腦,蘋果電腦,Justin Richard Leung
3172,Lam5-kek8-chiu,Lâm-ke̍k-chiu,Lam5-kik8-tsiu,Lâm-ki̍k-tsiu,南極洲,南極洲,Justin Richard Leung
3173,su5-tian2,sû-tián,su5-tian2,sû-tián,詞典,詞典,Justin Richard Leung
3174,Ui5-ki-pah-kho,Uî-ki-pah-kho,Ui5-ki-pah-kho,Uî-ki-pah-kho,維基百科,維基百科,Justin Richard Leung
3175,goa2 beh chhut-hai2 khi3 khoann3 hai2-ang,góa beh chhut-hái khì khòaⁿ hái-ang,gua2 beh tshut-hai2 khi3 khuann3 hai2-ang,guá beh tshut-hái khì khuànn hái-ang,我欲出海去看海翁,我要出海去看鯨魚,匿名
3176,ka-the3-soan2,ka-thè-soán,ka-the3-suan2,ka-thè-suán,加退選,加退選,匿名
3177,long2-thok8 pi2-sai3,lóng-tho̍k pí-sài,long2-thok8 pi2-sai3,lóng-tho̍k pí-sài,朗讀比賽,朗讀比賽,匿名
3178,chit8 le7 chit8 hioh,chi̍t lē chi̍t hioh,tsit8 le7 tsit8 hioh,tsi̍t lē tsi̍t hioh,一例一歇,一例一休,匿名
3179,siok8-ke3 hang5-khong,sio̍k-kè hâng-khong,siok8-ke3 hang5-khong,sio̍k-kè hâng-khong,俗價航空,廉價航空,匿名
3180,chhiau-chhoe7,chhiau-chhōe,tshiau-tshue7,tshiau-tshuē,搜揣,搜尋,匿名
3181,it-le7-it-hioh,it-lē-it-hioh,it-le7-it-hioh,it-lē-it-hioh,一例一歇,一例一休,匿名
3182,bo5 chinn5,bô chîⁿ,bo5 tsinn5,bô tsînn,無錢,沒有錢,Justin Richard Leung
3183,lau5-a2-chhu3,lâu-á-chhù,lau5-a2-tshu3,lâu-á-tshù,樓仔厝,大樓,匿名
3184,han3-ji7 bun5-hoa3 khoo-a2,hàn-jī bûn-hòa kho͘-á,han3-ji7 bun5-hua3 khoo-a2,hàn-jī bûn-huà khoo-á,漢字文化箍仔,漢字文化圈,匿名
3185,choan5-bin5 kian7-po2,choân-bîn kiān-pó,tsuan5-bin5 kian7-po2,tsuân-bîn kiān-pó,全民健保,全民健保,匿名
3186,bo5 chit8-te3 ho2,bô chi̍t-tè hó,bo5 tsit8-te3 ho2,bô tsi̍t-tè hó,無一塊好,一無是處,匿名
3187,bo5-chhai2-kang,bô-chhái-kang,bo5-tshai2-kang,bô-tshái-kang,無彩工,做白工,匿名
3188,peh8-liau2-kang,pe̍h-liáu-kang,peh8-liau2-kang,pe̍h-liáu-kang,白了工,做白工,匿名
3189,cho3 sim-sng--e5,chò sim-sng--ê,tso3 sim-sng--e5,tsò sim-sng--ê,做心酸的,做白工,匿名
3190,ke7-tiau7,kē-tiāu,ke7-tiau7,kē-tiāu,低調,低調,匿名
3191,ku-kha ku-lai7-bah,ku-kha ku-lāi-bah,ku-kha ku-lai7-bah,ku-kha ku-lāi-bah,龜跤龜內肉,羊毛出在羊身上,匿名
3192,tok8-lip8 chu-tiam3,to̍k-li̍p chu-tiàm,tok8-lip8 tsu-tiam3,to̍k-li̍p tsu-tiàm,獨立書店,獨立書店,匿名
3193,ho5-hian5,hô-hiân,ho5-hian5,hô-hiân,和絃,和弦,匿名
3194,lau7 cheng3-thau5,lāu chèng-thâu,lau7 tsing3-thau5,lāu tsìng-thâu,老症頭,老問題,匿名
3195,Lam5-to2-gi2-he7,Lâm-tó-gí-hē,Lam5-to2-gi2-he7,Lâm-tó-gí-hē,南島語系,南島語系,匿名
3196,iu-chi2-ian2,iu-chí-ián,iu-tsi2-ian2,iu-tsí-ián,iu-tsí-ián,幼稚園,匿名
3197,Hut8-lok8-i-tek8,Hu̍t-lo̍k-i-te̍k,Hut8-lok8-i-tik8,Hu̍t-lo̍k-i-ti̍k,佛洛伊德,佛洛伊德,匿名
3198,goo7-sia7,gō͘-siā,goo7-sia7,gōo-siā,誤射,誤射,匿名
3199,thian-liong5-lang5,thian-liông-lâng,thian-liong5-lang5,thian-liông-lâng,天龍人,天龍人,匿名
3200,liong5 hoo2 sio-chian3 ku pih siu7-chai,liông hó͘ sio-chiàn ku pih siū-chai,liong5 hoo2 sio-tsian3 ku pih siu7-tsai,liông hóo sio-tsiàn ku pih siū-tsai,龍虎交戰龜鱉受災,池魚之殃,匿名
3201,hoe2-sio-chhu3 sio koe3 keng,hóe-sio-chhù sio kòe keng,hue2-sio-tshu3 sio kue3 king,hué-sio-tshù sio kuè king,火燒厝燒過間,池魚之殃,匿名
3202,kun5-thau5-bu2 siu ti7 chhiu2-ng2 lai7,kûn-thâu-bú siu tī chhiú-ńg lāi,kun5-thau5-bu2 siu ti7 tshiu2-ng2 lai7,kûn-thâu-bú siu tī tshiú-ńg lāi,拳頭拇收佇手䘼內,真人不露相,匿名
3203,ia7 ho2 chhio3 ia7 ho2 thi5,iā hó chhiò iā hó thî,ia7 ho2 tshio3 ia7 ho2 thi5,iā hó tshiò iā hó thî,也好笑也好啼,啼笑皆非,匿名
3204,Lo5-tong7-ki-chun2-hoat,Lô-tōng-ki-chún-hoat,Lo5-tong7-ki-tsun2-huat,Lô-tōng-ki-tsún-huat,勞動基準法,勞動基準法,匿名
3205,hoo2-thau5 niau2-chhi2-boe2,hó͘-thâu niáu-chhí-bóe,hoo2-thau5 niau2-tshi2-bue2,hóo-thâu niáu-tshí-bué,虎頭鳥鼠尾,虎頭蛇尾,匿名
3206,Hut8-loo2-it,Hu̍t-ló͘-it,Hut8-loo2-it,Hu̍t-lóo-it,Hu̍t-lóo-it (Freud),佛洛伊德,匿名
3207,kheng7 ge5,khēng gê,khing7 ge5,khīng gê,虹霓,虹霓,Liz Lin
3208,pinn-a2-lang5,piⁿ-á-lâng,pinn-a2-lang5,pinn-á-lâng,邊仔人,邊緣人,Payuholake Ukiam Len
3209,bong la5-a2 kiam se2-khoo3,bong lâ-á kiam sé-khò͘,bong la5-a2 kiam se2-khoo3,bong lâ-á kiam sé-khòo,摸蜊仔兼洗褲,一石二鳥,Payuholake Ukiam Len
3210,hong-sui2,hong-súi,hong-sui2,hong-suí,風水,墓地,Justin Richard Leung
3211,li2-ma7-khah-ho2,lí-mā-khah-hó,li2-ma7-khah-ho2,lí-mā-khah-hó,你嘛卡好,去你的,匿名
3212,kheng-biau5-tan7-sia2,kheng-biâu-tān-siá,khing-biau5-tan7-sia2,khing-biâu-tān-siá,輕描淡寫,輕描淡寫,匿名
3213,lin5-chiap-khu,lîn-chiap-khu,lin5-tsiap-khu,lîn-tsiap-khu,鄰接區,鄰接區,Una Lim
3214,keng-che3 hai2-hek8,keng-chè hái-he̍k,king-tse3 hai2-hik8,king-tsè hái-hi̍k,經濟海域,經濟海域,Una Lim
3215,hai2-kha,hái-kha,hai2-kha,hái-kha,海跤,船員,Una Lim
3216,ma5-kha-long2,mâ-kha-lóng,ma5-kha-long2,mâ-kha-lóng,mâ-kha-lóng,馬卡龍,Una Lim
3217,liah8-po2,lia̍h-pó,liah8-po2,lia̍h-pó,掠寶,抓怪,Una Lim
3218,ki-soann3,ki-sòaⁿ,ki-suann3,ki-suànn,基線,基線,Una Lim
3219,sio bah-chang3,sio bah-chàng,sio bah-tsang3,sio bah-tsàng,燒肉粽,燒肉粽,匿名
3220,sio-bah-chang3,sio-bah-chàng,sio-bah-tsang3,sio-bah-tsàng,燒肉粽,燒肉粽,Justin Richard Leung
3221,peng-khu-lin2-mu3,peng-khu-lín-mù,ping-khu-lin2-mu3,ping-khu-lín-mù,冰克林姆,冰淇淋,匿名
3222,sng-a2,sng-á,sng-a2,sng-á,霜仔,冰淇淋,匿名
3223,peng-ki5-lin5,peng-kî-lîn,ping-ki5-lin5,ping-kî-lîn,冰麒麟,冰淇淋,李勤岸
3224,ni5-kim kai2-kek,nî-kim kái-kek,ni5-kim kai2-kik,nî-kim kái-kik,年金改革,年金改革,匿名
3225,khai-goan5-lang5,khai-goân-lâng,khai-guan5-lang5,khai-guân-lâng,開源人,開源人,匿名
3226,chiann5-ho2,chiâⁿ-hó,tsiann5-ho2,tsiânn-hó,誠好,真好,匿名
3227,kong2 goo7-si3-sann--e5,kóng gō͘-sì-saⁿ--ê,kong2 goo7-si3-sann--e5,kóng gōo-sì-sann--ê,講五四三的,言不及義,匿名
3228,tau5-iann2-phinn3,tâu-iáⁿ-phìⁿ,tau5-iann2-phinn3,tâu-iánn-phìnn,投影片,投影片,匿名
3229,sinn3 heng5 chhia-khoo3,sìⁿ hêng chhia-khò͘,sinn3 hing5 tshia-khoo3,sìnn hîng tshia-khòo,扇形車庫,扇形車庫,匿名
3230,se-lang,se-lang,se-lang,se-lang,疏櫳,稀稀落落,匿名
3231,hek8-hui3-liau7,he̍k-hùi-liāu,hik8-hui3-liau7,hi̍k-huì-liāu,核廢料,核廢料,匿名
3232,si7-toa7-too5,sī-tōa-tô͘,si7-tua7-too5,sī-tuā-tôo,序大圖,長輩圖,匿名
3233,si7--bo5,sī--bô,si7--bo5,sī--bô,是無,是否,匿名
3234,hi-hoa-sim,hi-hoa-sim,hi-hua-sim,hi-hua-sim,虛華心,虛榮心,匿名
3235,thih-ki-loo7 be5,thih-ki-lō͘ bê,thih-ki-loo7 be5,thih-ki-lōo bê,鐵枝路迷,鐵道迷,匿名
3236,siu5-chui2-khoo-a2,siû-chúi-kho͘-á,siu5-tsui2-khoo-a2,siû-tsuí-khoo-á,泅水箍仔,游泳圈,匿名
3237,hoe7-cheng2,hōe-chéng,hue7-tsing2,huē-tsíng,匯整,彙整,匿名
3238,chhit-tho5/thit-tho5,chhit-thô/thit-thô,tshit-tho5/thit-tho5,tshit-thô/thit-thô,𨑨迌,玩耍,匿名
3239,long khoo-a2,long kho͘-á,long khoo-a2,long khoo-á,囊箍仔,套圈圈,匿名
3240,"Kong2 Tai5-gi2, sng2 kah oo-ma3-ma3 ho2--bo5?","Kóng Tâi-gí, sńg kah o͘-mà-mà hó--bô?","Kong2 Tai5-gi2, sng2 kah oo-ma3-ma3 ho2--bo5?","Kóng Tâi-gí, sńg kah oo-mà-mà hó--bô?",講台語，耍甲烏嘛嘛好無？,講台語，玩得黑嘛嘛好嗎？,匿名
3241,ngia5-sin-sang3-ku7,ngiâ-sin-sàng-kū,ngia5-sin-sang3-ku7,ngiâ-sin-sàng-kū,迎新送舊,迎新送舊,Tensai Tung
3242,un3-chiang3,ùn-chiàng,un3-tsiang3,ùn-tsiàng,運將,計程車司機,匿名
3243,bi-long2-koe,bi-lóng-koe,bi-long2-kue,bi-lóng-kue,美濃瓜,哈蜜瓜,匿名
3244,kiann-kiann m7-kann2 kiann5,kiaⁿ-kiaⁿ m̄-káⁿ kiâⁿ,kiann-kiann m7-kann2 kiann5,kiann-kiann m̄-kánn kiânn,驚驚毋敢行,畏縮不前,匿名
3245,kam2 e7 bo5-eng5,kám ē bô-êng,kam2 e7 bo5-ing5,kám ē bô-îng,敢會無閒,忙不忙,匿名
3246,chin u7 chhui3-sui2,chin ū chhùi-súi,tsin u7 tshui3-sui2,tsin ū tshuì-suí,真有喙水,能言善道,匿名
3247,koo-lian2-chhia,ko͘-lián-chhia,koo-lian2-tshia,koo-lián-tshia,孤輪車,獨輪車,匿名
3248,gi5-sin5-gi5-kui2,gî-sîn-gî-kúi,gi5-sin5-gi5-kui2,gî-sîn-gî-kuí,疑神疑鬼,神經兮兮,Tensai Tung
3249,ok-kiau,ok-kiau,ok-kiau,ok-kiau,惡嬌,傲嬌,匿名
3252,kau7-chhau-hoan5,kāu-chhau-hoân,kau7-tshau-huan5,kāu-tshau-huân,厚操煩,神經兮兮,匿名
3253,kiann-kiann,kiaⁿ-kiaⁿ,kiann-kiann,kiann-kiann,驚驚,畏縮不前,Su-yu Lian
3255,ui7-tau7,uī-tāu,ui7-tau7,uī-tāu,胃豆,秋葵,Una Lim
3256,hek8-hui3-liau7,he̍k-hùi-liāu,hik8-hui3-liau7,hi̍k-huì-liāu,核廢料,核廢料,Su-yu Lian
3257,bu2-leng5,bú-lêng,bu2-ling5,bú-lîng,武凌,霸凌,Su-yu Lian
3258,thih8-siong5,thi̍h-siông,thih8-siong5,thi̍h-siông,喋詳,高談闊論,Su-yu Lian
3259,mooh--e5,mo͘h--ê,mooh--e5,mooh--ê,𢯾的,萌,Su-yu Lian
3260,kang-hu-nng7,kang-hu-nn̄g,kang-hu-nng7,kang-hu-nn̄g,工夫卵,三色蛋,Su-yu Lian
3261,khoan5-lek8-hun-lip8,khoân-le̍k-hun-li̍p,khuan5-lik8-hun-lip8,khuân-li̍k-hun-li̍p,權力分立,權力分立,Su-yu Lian
3262,hinn7-hong,hīⁿ-hong,hinn7-hong,hīnn-hong,耳風,耳機,匿名
3263,hui2-lui7,húi-lūi,hui2-lui7,huí-luī,匪類,浪費,David Chen
3264,me3-su3,mè-sù,me3-su3,mè-sù,mè-sù,月經,匿名
3265,hoan3-su7,hoàn-sū,huan3-su7,huàn-sū,喚士,fans,匿名
3266,poe-poann5,poe-pôaⁿ,pue-puann5,pue-puânn,飛盤,飛盤,匿名
3267,na2-pa3,ná-pà,na2-pa3,ná-pà,那霸,那霸,匿名
3268,bang7-kun,bāng-kun,bang7-kun,bāng-kun,網軍,網軍,匿名
3269,ho2-kiong5,hó-kiông,ho2-kiong5,hó-kiông,好強,好強,匿名
3270,hat-tok,hat-tok,hat-tok,hat-tok,喝卓,熱狗,匿名
3271,hui3-bun5,hùi-bûn,hui3-bun5,huì-bûn,廢文,廢文,匿名
3272,kho3-bu2-chok,khò-bú-chok,kho3-bu2-tsok,khò-bú-tsok,靠母族,媽寶,匿名
3273,"na5-san2, hiunn-koo","nâ-sán, hiuⁿ-ko͘","na5-san2, hiunn-koo","nâ-sán, hiunn-koo",藍瘦，香菇,藍瘦，香菇,匿名
3274,siah-phann7,siah-phāⁿ,siah-phann7,siah-phānn,削奅,酷炫,匿名
3275,khah-thong,khah-thong,khah-thong,khah-thong,卡通,卡通,匿名
3276,pha,pha,pha,pha,葩,party,Su-yu Lian
3277,sia3-keng,sià-keng,sia3-king,sià-king,卸肩,諉過,Su-yu Lian
3278,siam2-tann,siám-taⁿ,siam2-tann,siám-tann,閃擔,諉過,Su-yu Lian
3279,lang5-kang-chhau-te2,lâng-kang-chhau-té,lang5-kang-tshau-te2,lâng-kang-tshau-té,人工抄底,肉搜,Su-yu Lian
3280,chhau-te2,chhau-té,tshau-te2,tshau-té,抄底,起底,Su-yu Lian
3281,si5-khu,sî-khu,si5-khu,sî-khu,時區,時區,Su-yu Lian
3282,ta-siap,ta-siap,ta-siap,ta-siap,焦澀,乾澀,匿名
3283,se-iunn5-kui2-cheh,se-iûⁿ-kúi-cheh,se-iunn5-kui2-tseh,se-iûnn-kuí-tseh,西洋鬼節,萬聖節,匿名
3284,poe-thinn-sio2-lu2-keng2,poe-thiⁿ-sió-lú-kéng,pue-thinn-sio2-lu2-king2,pue-thinn-sió-lú-kíng,飛天小女警,飛天小女警,匿名
3285,honn3-kiong5,hòⁿ-kiông,honn3-kiong5,hònn-kiông,好強,好強,匿名
3287,chhang3-chhiu,chhàng-chhiu,tshang3-tshiu,tshàng-tshiu,聳鬚,驕傲,Tensai Tung
3288,siau5-chi2,siâu-chí,siau5-tsi2,siâu-tsí,潲子,精虫,匿名
3289,ka3,kà,ka3,kà,較,ㄍㄚˋ,匿名
3290,chiah8 be7 sian7,chia̍h bē siān,tsiah8 be7 sian7,tsia̍h bē siān,食袂𤺪,吃不膩,匿名
3291,pit-giap8-hoo7-teng7,pit-gia̍p-hō͘-tēng,pit-giap8-hoo7-ting7,pit-gia̍p-hōo-tīng,畢業戶橂,畢業門檻,匿名
3292,phinn7-khian,phīⁿ-khian,phinn7-khian,phīnn-khian,鼻圈,鼻環,匿名
3293,hinn7-chu-khang,hīⁿ-chu-khang,hinn7-tsu-khang,hīnn-tsu-khang,耳珠空,耳洞,匿名
3294,chong5-gu5-cheh,chông-gû-cheh,tsong5-gu5-tseh,tsông-gû-tseh,傱牛節,奔牛節,匿名
3295,soan3-thau5-phang2,soàn-thâu-pháng,suan3-thau5-phang2,suàn-thâu-pháng,蒜頭麭,大蒜麵包,匿名
3296,tek-chhan5-enn,tek-chhân-eⁿ,tik-tshan5-enn,tik-tshân-enn,竹田嬰,竹蜻蜓,匿名
3297,kam2 u7,kám ū,kam2 u7,kám ū,敢有,有嗎,匿名
3298,phoh,phoh,phoh,phoh,粕,残渣,匿名
3299,bo5-iau3-i3,bô-iàu-ì,bo5-iau3-i3,bô-iàu-ì,無要意,不在意,匿名
3300,ham7-bin5-oe7,hām-bîn-oē,ham7-bin5-ue7,hām-bîn-uē,陷眠話,夢話,匿名
3301,am7-khang-pui5-ku,ām-khang-pûi-ku,am7-khang-pui5-ku,ām-khang-puî-ku,涵空肥龜,肥宅,匿名
3302,hoan2-poe7,hoán-pōe,huan2-pue7,huán-puē,反背,背棄,Tensai Tung
3303,bo5-lam2-bo5-ne,bô-lám-bô-ne,bo5-lam2-bo5-ne,bô-lám-bô-ne,無攬無拈,軟趴趴,匿名
3304,hoe2-ki3-boo2,hóe-kì-bó͘,hue2-ki3-boo2,hué-kì-bóo,夥計某,二奶,潘科元
3305,chiah8 be7 sian7,chia̍h bē siān,tsiah8 be7 sian7,tsia̍h bē siān,食袂倦,吃不膩,匿名
3306,iah8-thau5,ia̍h-thâu,iah8-thau5,ia̍h-thâu,驛頭,火車站,匿名
3307,ni5-a2,nî-á,ni5-a2,nî-á,年仔,年級,匿名
3308,Chong2-tok-hu2,Chóng-tok-hú,Tsong2-tok-hu2,Tsóng-tok-hú,總督府,總督府,Payuholake Ukiam Len
3309,tian7-hong-thiau7-a2,tiān-hong-thiāu-á,tian7-hong-thiau7-a2,tiān-hong-thiāu-á,電風柱仔,大廈扇,Âng Hiok-siông
3310,Iam3-lu2,Iàm-lú,Iam3-lu2,Iàm-lú,厭女,仇女,Payuholake Ukiam Len
3311,loh8-seh,lo̍h-seh,loh8-seh,lo̍h-seh,落雪,落雪,Payuholake Ukiam Len
3312,Tek-chhan5-ni poe-heng5-khi3,Tek-chhân-ni poe-hêng-khì,Tek-tshan5-ni pue-heng5-khi3,Tek-tshân-ni pue-hêng-khì,竹田蛉飛行器,竹蜻蜓,Payuholake Ukiam Len
3313,kong3-khann-a2,kòng-khaⁿ-á,kong3-khann-a2,kòng-khann-á,摃坩仔,男同性戀,Payuholake Ukiam Len
3314,koe3-bin2-seng3 phinn7-iam7,kòe-bín-sèng phīⁿ-iām,kue3-bin2-sing3 phinn7-iam7,kuè-bín-sìng phīnn-iām,過敏性鼻炎,過敏性鼻炎,Payuholake Ukiam Len
3315,na5-au5,nâ-aû,na5-au5,nâ-âu,嚨喉,咽,Payuholake Ukiam Len
3316,tian7-nau2-chhi2,tiān-náu-chhí,tian7-nau2-tshi2,tiān-náu-tshí,電腦鼠,滑鼠,匿名
3317,bo5-boe2-niau2-chhi2,bô-bóe-niáu-chhí,bo5-bue2-niau2-tshi2,bô-bué-niáu-tshí,無尾鳥鼠,無線滑鼠,匿名
3318,Tau2-kat-chok8,Táu-kat-cho̍k,Tau2-kat-tsok8,Táu-kat-tso̍k,斗葛族,道卡斯族,Payuholake Ukiam Len
3319,Tau2-kat,Táu-kat,Tau2-kat,Táu-kat,斗葛,道卡斯,Payuholake Ukiam Len
3320,Tai7-nge2,Tāi-ngé,Tai7-nge2,Tāi-ngé,大雅,大雅,Payuholake Ukiam Len
3321,ti7 kang-oo5 chau2-thiau3,tī kang-ô͘ cháu-thiàu,ti7 kang-oo5 tsau2-thiau3,tī kang-ôo tsáu-thiàu,佇江湖走跳,遊走江湖,匿名
3322,chinn3 he5-a2,chìⁿ hê-á,tsinn3 he5-a2,tsìnn hê-á,糋蝦仔,炸蝦,匿名
3323,san3-chiah8-lang5,sàn-chia̍h-lâng,san3-tsiah8-lang5,sàn-tsia̍h-lâng,散食人,貧窮人,匿名
3324,boe2-a2 sng3--lai5,bóe-á sǹg--lâi,bue2-a2 sng3--lai5,bué-á sǹg--lâi,尾仔算來,倒數,匿名
3325,tian-to3-thau5-sng3,tian-tò-thâu-sǹg,tian-to3-thau5-sng3,tian-tò-thâu-sǹg,顛倒頭算,倒數,匿名
3326,khoai3 si2 boe7 lau7,khoài sí bōe lāu,khuai3 si2 bue7 lau7,khuài sí buē lāu,快死未老,早死,匿名
3327,hoan-beh8-kenn-thng,hoan-be̍h-keⁿ-thng,huan-beh8-kenn-thng,huan-be̍h-kenn-thng,番麥羹湯,玉米濃湯,匿名
3328,hoat-kok-phang2,hoat-kok-pháng,huat-kok-phang2,huat-kok-pháng,法國麭,法國麵包,匿名
3329,chui2-liam5-tong7,chúi-liâm-tōng,tsui2-liam5-tong7,tsuí-liâm-tōng,水濂洞,水濂洞,匿名
3330,phong5-ko2-phai3,phông-kó-phài,phong5-ko2-phai3,phông-kó-phài,蘋果派,蘋果派,匿名
3331,sio2-iu5-khenn,sió-iû-kheⁿ,sio2-iu5-khenn,sió-iû-khenn,小油坑,小油坑,匿名
3332,kha-chhng,kha-chhng,kha-tshng,kha-tshng,尻川,屁屁,匿名
3333,put-chiok ui5 goa7-jin5 to7,put-chiok uî gōa-jîn tō,put-tsiok ui5 gua7-jin5 to7,put-tsiok uî guā-jîn tō,不足為外人道,不足為外人道,匿名
3334,goan2 tau,goán tau,guan2 tau,guán tau,阮兜,我家,匿名
3335,chho2-kan-na2-iu5,chhó-kan-ná-iû,tsho2-kan-na2-iu5,tshó-kan-ná-iû,草橄欖油,橄欖油,匿名
3336,ap-sok-ki,ap-sok-ki,ap-sok-ki,ap-sok-ki,壓縮機,壓縮機,匿名
3337,u7-hoe3/u7-he3,ū-hòe/ū-hè,u7-hue3/u7-he3,ū-huè/ū-hè,有歲,有年紀,匿名
3338,che7-hun5,chē-hûn,tse7-hun5,tsē-hûn,濟雲,多雲,匿名
3339,pah-bin7,pah-bīn,pah-bin7,pah-bīn,百面,毫無疑問,匿名
3340,si3-ke3-so5/si3-koe3-so5,sì-kè-sô/sì-kòe-sô,si3-ke3-so5/si3-kue3-so5,sì-kè-sô/sì-kuè-sô,四界趖,四處遊盪,匿名
3341,bo5-cham2-bo5-choeh8,bô-chám-bô-choe̍h,bo5-tsam2-bo5-tsueh8,bô-tsám-bô-tsue̍h,無斬無截,猶豫不決,匿名
3342,bi2-leng,bí-leng,bi2-ling,bí-ling,米奶,BMW,匿名
3343,chiah che7,chiah chē,tsiah tse7,tsiah tsē,遮濟,這麼多,匿名
3344,li2 hiann goa2 ti7,lí hiaⁿ góa tī,li2 hiann gua2 ti7,lí hiann guá tī,你兄我弟,你兄我弟,匿名
3345,ti-ko-seng3 gia5--khi2-lai5,ti-ko-sèng giâ--khí-lâi,ti-ko-sing3 gia5--khi2-lai5,ti-ko-sìng giâ--khí-lâi,豬哥性夯起來,起色心,匿名
3346,chhio3--chit8-e7,chhiò--chi̍t-ē,tshio3--tsit8-e7,tshiò--tsi̍t-ē,笑一下,笑一下,匿名
3347,chiok pi-ai,chiok pi-ai,tsiok pi-ai,tsiok pi-ai,足悲哀,很悲哀,匿名
3348,hai2-khia7,hái-khiā,hai2-khia7,hái-khiā,海徛,抹香鯨,匿名
3349,keng2-chui,kéng-chui,king2-tsui,kíng-tsui,頸椎,頸椎,匿名
3350,bang7-se,bāng-se,bang7-se,bāng-se,網紗,腸系膜,匿名
3351,gia5-ke5,giâ-kê,gia5-ke5,giâ-kê,夯枷,自尋煩惱,匿名
3352,khin ku bong7 tong7,khin ku bōng tōng,khin ku bong7 tong7,khin ku bōng tōng,輕舉妄動,輕舉妄動,匿名
3353,bo5-khui3,bô-khùi,bo5-khui3,bô-khùi,無氣,缺氧,匿名
3354,chhau2-tah8,chháu-ta̍h,tshau2-tah8,tsháu-ta̍h,草踏,性侵騷擾,匿名
3355,kio3 thinn kio3 te7,kiò thiⁿ kiò tē,kio3 thinn kio3 te7,kiò thinn kiò tē,叫天叫地,呼天搶地,匿名
3356,u7 hian3 u7 chho,ū hiàn ū chho,u7 hian3 u7 tsho,ū hiàn ū tsho,有羶有臊,腥羶,匿名
3357,sui2-bin7,súi-bīn,sui2-bin7,suí-bīn,媠面,臭美,匿名
