"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HoaBun","EngBun","KaisoehEngbun","NounClassifier","LesuPoj","Opposite","LekuPoj","LekuEngbun","LekuHoabun","Confer","PageNumber"
"1207","chù-siā","","chu3-sia7","","tsù-siā","","tsu3-sia7","","注射","injection, to inject","","","","","Lí ê phòa-pīⁿ tio̍h-ài chù-siā khah khoài hó.","You should take an injection for your sickness and you will more quickly get well.","你的病要打針使能好得快","","167"
"1208","chū-chí","chū-só͘","chu7-chi2","chu7-soo2","tsū-tsí","tsū-sóo","tsu7-tsi2","tsu7-soo2","住址","an address, a residence","","","","","Lí ê chū-chí tī toh-ūi?","What is your address?","你的住址在那兒","","167"
"1209","chū-kí","ka-tī/ka-kī","chu7-ki2","ka-ti7/ka-ki7","tsū-kí","ka-tī/ka-kī","tsu7-ki2","ka-ti7/ka-ki7","自己","self","","","","","","","","","167"
"1210","chū-su","su-sim","chu7-su","su-sim","tsū-su","su-sim","tsu7-su","su-sim","自私、私心","selfish","","","","","M̄ thang chū-su (su-sim).","Don’t be selfish.","不要自私","","167"
"1211","chū-sat","","chu7-sat","","tsū-sat","","tsu7-sat","","自殺","suicide, to commit suicide","","","","","","","","","167"
"1212","chū-sìn","","chu7-sin3","","tsū-sìn","","tsu7-sin3","","自信","self-confidence (N.V.)","","","","","Góa (ū) chū-sìn ē hiáu chò.","I feel confident that I can do it.","我自信會做","","167"
"1213","chū-chun-sim","","chu7-chun-sim","","tsū-tsun-sim","","tsu7-tsun-sim","","自尊心","self-respect, pride","","","","","I ê chū-chun-sim chin tāng.","He has a lot of self-respect.","他的自尊心真重","","167"
"1214","chū-siú","","chu7-siu2","","tsū-siú","","tsu7-siu2","","自首","self-surrender, deliver oneself up to the authorities","","","","","Lí nā chai-iáⁿ chò m̄-tio̍h, ài chū-siú.","If you know that you have done wriong you should hand yourself over the authorities.","你若知道做錯了，就要去自首","","168"
"1215","chū-siú","","chu7-siu2","","tsū-siú","","tsu7-siu2","","自修","self-teaching, to study by oneself","","","","","Chit tiám-cheng góa boeh chū-siu./Tē-jī tiám-cheng sī chū-siu.","I want to study this period alone.\The second period is a study period.","這一節課我要自修/第二節課室自修","","168"
"1216","chū-tī","","chu7-ti7","","tsū-tī","","tsu7-ti7","","自治","autonomy, self-governing","","","","","","","","","168"
"1217","chú-gī","","chu2-gi7","","tsú-gī","","tsu2-gi7","","主義","a principle, an ism","","","lī-kí chú-gī","","","","","","168"
"1218","lī-kí chú-gī","","li7-ki2 chu2-gi7","","lī-kí tsú-gī","","li7-ki2 tsu2-gi7","","利己主義","egoism","","","","","","","","chú-gī","168"
"1219","chú-kàu","","chu2-kau3","","tsú-kàu","","tsu2-kau3","","主教","a Bishop (or a Prefect Apostolic)","","","","","","","","","168"
"1220","chú-pin","","chu2-pin","","tsú-pin","","tsu2-pin","","主賓","the guest of honour","","","","","","","","","168"
"1221","chú-pit","","chu2-pit","","tsú-pit","","tsu2-pit","","主筆","the chief editor","","","","","","","","","168"
"1222","chú-cháiⁿ","","chu2-chainn2","","tsú-tsáinn","","tsu2-tsainn2","","主宰","to preside over, a supreme lord or luler, to govern over","","","","","Thian-chú sī bān-bu̍t ê chin chú-cháiⁿ.","God is the real supreme ruler of all things.","天主是萬物的真主宰","","169"
"1223","chú-tiuⁿ","","chu2-tiunn","","tsú-tiunn","","tsu2-tiunn","","主張","claim, an opinion, to insist upon, one's determind opinion","","","","","","","","","169"
"1224","chú-iàu","","chu2-iau3","","tsú-iàu","","tsu2-iau3","","主要","most important, principal, the chief","","","","","Tâi-oân ê chú-iàu ê sán-bu̍t sī bí kap thn̂g./Góa ê chú-iàu bo̍k-te̍k sī thoân-kàu, m̄ sī kà Eng-gí.","The principal products of Formosa are rice and sugar.\My chief aim (purpose) is to spread the faith","台灣主要的產物是米和糖/我的主要目的是傳教，不是教英語","","169"
"1225","chû-siān","","chu5-sian7","","tsû-siān","","tsu5-sian7","","慈善","charity, benevolence, benevolent","","","chû-siān pīⁿ-īⁿ/chû-siān sū-gia̍p/chû-siān im-ga̍k-hōe","","","","","","169"
"1226","chû-siān pīⁿ-īⁿ","","chu5-sian7 pinn7-inn7","","tsû-siān pīnn-īnn","","tsu5-sian7 pinn7-inn7","","慈善醫院","a charity hospital","","","","","","","","chû-siān","169"
"1227","chû-siān sū-gia̍p","","chu5-sian7 su7-giap8","","tsû-siān sū-gia̍p","","tsu5-sian7 su7-giap8","","慈善事業","charity and relift work","","","","","","","","chû-siān","169"
"1228","chû-siān im-ga̍k-hōe","","chu5-sian7 im-gak8-hoe7","","tsû-siān im-ga̍k-huē","","tsu5-sian7 im-gak8-hue7","","慈善音樂會","a charity concert","","","","","Hó-gia̍h-lâng tio̍h chò chû-siān-sū-gia̍p chiah hó.","The wealthy should do works of charity.","有錢人要做些慈善事業才好","chû-siān","169"
"1229","chu-keh","","chu-keh","","tsu-keh","","tsu-keh","","資格","qualification, competency, capacity, worth","","","","","Chit jī nā m̄ bat, bô chò kàu-oân ê chu-keh.","If he doesn’t know this character, he is not qualified to be a teacher.","這個字不會，就沒有當教員的資格","","170"
"1230","chúi","","chui2","","tsuí","","tsui2","","水","water","","","sio-chúi/hiâⁿ sio-chúi/sio chúi pân/un-pân/sio-koàn/léng-chúi/kún-chúi/chhiⁿ-chúi","","","","","","170"
"1231","sio-chúi","","sio-chui2","","sio-tsuí","","sio-tsui2","","熱水","hot water","","","","","","","","chúi","170"
"1232","hiâⁿ sio-chúi","","hiann5 sio-chui2","","hiânn sio-tsuí","","hiann5 sio-tsui2","","燒熱水","to make hot water (e.g. for a both)","","","","","","","","chúi","170"
"1233","sio chúi pân","","sio chui2 pan5","","sio tsuí pân","","sio tsui2 pan5","","熱水瓶","a thermos bottle","","","","","","","","chúi","170"
"1234","un-pân","","un-pan5","","un-pân","","un-pan5","","熱水瓶","a thermos bottle","","","","","","","","chúi","170"
"1235","sio-koàn","","sio-koan3","","sio-kuàn","","sio-kuan3","","熱水瓶","a thermos bottle","","","","","","","","chúi","170"
"1236","léng-chúi","","leng2-chui2","","líng-tsuí","","ling2-tsui2","","冷水","cold water","","","","","","","","chúi","170"
"1237","kún-chúi","","kun2-chui2","","kún-tsuí","","kun2-tsui2","","開水","boiled water","","","","","Iáu-bōe kòe kún ê chúi","unboiled water (Lit. “not yet passed through boiling water”)","還沒開的水","chúi","170"
"1238","chhiⁿ-chúi","","chhinn-chui2","","tshinn-tsuí","","tshinn-tsui2","","生水","unboiled water (Lit. green or fresh water)","","","","","","","","chúi","170"
"1239","chúi-tō","","chui2-to7","","tsuí-tō","","tsui2-to7","","水道、自來水","running water","","","chúi-tō chîⁿ/siu chúi-tō chîⁿ/siu choān-ná-chúi chîⁿ/chúi-tō-thâu","","","","","","170"
"1240","chúi-tō chîⁿ","","chui2-to7 chinn5","","tsuí-tō tsînn","","tsui2-to7 tsinn5","","水費","water bill","","","","","","","","chúi-tō","170"
"1241","siu chúi-tō chîⁿ","","siu chui2-to7 chinn5","","siu tsuí-tō tsînn","","siu tsui2-to7 tsinn5","","收水費","to collect a water bill (to collect the money for running water)","","","","","","","","chúi-tō","171"
"1242","siu choān-ná-chúi chîⁿ","","siu choan7-na2-chui2 chinn5","","siu tsuān-ná-tsuí tsînn","","siu tsuan7-na2-tsui2 tsinn5","","收自來水費","to collect the water bill (to collect the money for running water)","","","","","","","","chúi-tō","171"
"1243","chúi-tō-thâu","","chui2-to7-thau5","","tsuí-tō-thâu","","tsui2-to7-thau5","","水龍頭","a faucet","","","","","","","","chúi-tō","171"
"1244","chúi-tháng","","chui2-thang2","","tsuí-tháng","","tsui2-thang2","","水桶","a water bucket","","","chi̍t tháng chúi","","","","","","171"
"1245","chi̍t tháng chúi","","chit8 thang2 chui2","","tsi̍t tháng tsuí","","tsit8 thang2 tsui2","","一桶水","a bucket of water","","","","","","","","chúi-tháng","171"
"1246","chúi-hun","","chui2-hun","","tsuí-hun","","tsui2-hun","","水分","moisture; (when referring to fruit, grain, or sugar cane)","","","","","Chiah ê chhek-á chin chē chúi-hun.","This rice (grain) is very wet. (Has a high percentage of moisture). When referring to fruit or sugar cane, “thng” or “chiap” are more commonly used.","這些穀子很多水份","","171"
"1247","chúi-thó͘","","chui2-thoo2","","tsuí-thóo","","tsui2-thoo2","","水土","the climate of a place (Lit. water and soil)","","","","","Tâi-oân ê chúi-thó͘ góa ē ha̍h.","The climate of Taiwan agrees with me.","我適宜於台灣的水土","","171"
"1248","chúi-iû","hoan-ná-iû/chio̍h-iû","chui2-iu5","hoan-na2-iu5/chioh8-iu5","tsuí-iû","huan-ná-iû/tsio̍h-iû","tsui2-iu5","huan-na2-iu5/tsioh8-iu5","煤油","kerosene","","","","","","","","","171"
"1249","chúi-ke","","chui2-ke","","tsuí-ke","","tsui2-ke","","（青）蛙","a frog","","","","","","","","","171"
"1250","chúi-ke-thúi","","chui2-ke-thui2","","tsuí-ke-thuí","","tsui2-ke-thui2","","（青）蛙腿","frog legs","","","","","","","","","172"
"1251","chùi","","chui3","","tsuì","","tsui3","","醉","to get drunk, to get tipsy","","","chiú-chùi/chùi-jîn","","","","","","172"
"1252","chiú-chùi","","chiu2-chui3","","tsiú-tsuì","","tsiu2-tsui3","","醉酒、酒醉","drunk with wine","","","","","","","","chùi","172"
"1253","chùi-jîn","","chui3-jin5","","tsuì-jîn","","tsui3-jin5","","醉人","a drunkard, a sot","","","","","Lí chiú nā lim siuⁿ chē, lí ē chiú-chùi. Ē pìⁿ chùi-jîn.","If you drink too much wine, you will get drunk. You will become a drunkard.","你假如酒喝得太多，你會酒醉。會變成醉人","chùi","172"
"1254","chúi-chai","chò tōa-chúi","chui2-chai","cho3 toa7-chui2","tsuí-tsai","tsò tuā-tsuí","tsui2-tsai","tso3 tua7-tsui2","水災","a flood (disaster)","","","","","Chit pái ê chúi-chai (chò tōa-chúi) sún-sit chin tōa.","The damage done by this flood was very great.","這次的水災損失很大","","172"
"1255","chúi-goân-tē","","chui2-goan5-te7","","tsuí-guân-tē","","tsui2-guan5-te7","","水源地","the source of a river or running water, a reservoir","","","","","Tī chúi-goân-tē ū pang-kiû ê pí-sài.","There is a baseball game at the reservoir.","在水源地有棒球比賽","","172"
"1256","chúi-gîn","","chui2-gin5","","tsuí-gîn","","tsui2-gin5","","水銀","mercury (Lit. water-silver)","","","","","","","","","172"
"1257","chúi-gû","","chui2-gu5","","tsuí-gû","","tsui2-gu5","","水牛","a (water) buffalo","","chi̍t chiah","","","","","","","172"
"1258","chúi-kóng","chúi-kńg","chui2-kong2","chui2-kng2","tsuí-kóng","tsuí-kńg","tsui2-kong2","tsui2-kng2","水管","a water pipe","","","","","","","","","173"
"1259","chúi-káu","","chui2-kau2","","tsuí-káu","","tsui2-kau2","","水垢","scum (inside a kettle), the dirty film that gathers inside anything which is used to hold water.","","","","","","","","","173"
"1260","chúi-kîⁿ","","chui2-kinn5","","tsuí-kînn","","tsui2-kinn5","","水邊","the water's edge, the brink of the water","","","","","","","","","173"
"1261","chúi-lō͘","","chui2-loo7","","tsuí-lōo","","tsui2-loo7","","水路","the water course, voyage","","","","","Bí-kok kàu chia ū saⁿ lé-pài ê chúi-lō͘.","From America to here is a voyage (by sea) of three weeks.","美國到這裡有三星期的水路","","173"
"1262","chúi-chhia","","chui2-chhia","","tsuí-tshia","","tsui2-tshia","","水車","water wheel, water turbine, a (water) mill","","","","","","","","","173"
"1263","chúi-chu","","chui2-chu","","tsuí-tsu","","tsui2-tsu","","水痘","chicken-pox","","","","","","","","","173"
"1264","chúi-cheng-khì","","chui2-cheng-khi3","","tsuí-tsing-khì","","tsui2-tsing-khi3","","水蒸氣","steam, vapour","","","","","","","","","173"
"1265","chúi-chún","","chui2-chun2","","tsuí-tsún","","tsui2-tsun2","","水準","water level, standard","","","","","Tâi-oân ê bûn-hòa ê chúi-chún chin koân.","Taiwanese culture has a very high standard.","台灣的文化水準很高","","173"
"1266","chúi-ka","","chui2-ka","","tsuí-ka","","tsui2-ka","","膠","glue","","","ēng chúi-ka liâm","","","","","","173"
"1267","ēng chúi-ka liâm","","eng7 chui2-ka liam5","","īng tsuí-ka liâm","","ing7 tsui2-ka liam5","","用膠水黏牢","to glue, to join with glue","","","","","","","","chúi-ka","173"
"1268","chúi-chiⁿ","","chui2-chinn","","tsuí-tsinn","","tsui2-tsinn","","水晶","crystal","","","","","","","","","174"
"1269","chûn","","chun5","","tsûn","","tsun5","","船","a boat","","chi̍t chiah","","","","","","","174"
"1270","chûn-tiúⁿ","","chun5-tiunn2","","tsûn-tiúnn","","tsun5-tiunn2","","船長","a captain (of a boat)","","","","","","","","","174"
"1271","chûn-téng","","chun5-teng2","","tsûn-tíng","","tsun5-ting2","","船上、甲板","deck, in a boat","","","","","","","","","174"
"1272","chún","","chun2","","tsún","","tsun2","","準（確）","exact","","","","","Lí hit ê sî-pió ū chún bô?","Is your watch correct?","你那個錶準不準？","","174"
"1273","chun-kèng","","chun-keng3","","tsun-kìng","","tsun-king3","","尊敬","to reverence, respect","","","","","Lí tio̍h-ài chun-kèng pē-bú.","You should reverence your parents.","你要尊敬父母","","174"
"1274","chūn","","chun7","","tsūn","","tsun7","","旋轉","to turn","","","chūn--sí/chūn--lo̍h-khì/chūn--khí-lâi","","Chúi-tō-thâu tio̍h-ài chūn hō͘ ân (sí).","You must turn the water faucet (off) tight.","水龍頭要鎖緊","","174"
"1275","chūn--sí","","chun7--si2","","tsūn--sí","","tsun7--si2","","熄滅","to turn off","","","","","","","","chūn","174"
"1276","chūn--lo̍h-khì","","chun7--loh8-khi3","","tsūn--lo̍h-khì","","tsun7--loh8-khi3","","轉（旋）下去","to screw in (or down)","","","","","","","","chūn","175"
"1277","chūn--khí-lâi","","chun7--khi2-lai5","","tsūn--khí-lâi","","tsun7--khi2-lai5","","轉（旋）上來","to screw out","","","","","","","","chūn","175"
"1278","chún-pī","","chun2-pi7","","tsún-pī","","tsun2-pi7","","準備","to prepare","","","","","Góa the chún-pī boeh khó tāi-ha̍k.","I am preparing for the university examinations. (to enter the university)","我在準備要考大學","","175"
"1279","chun","","chun","","tsun","","tsun","","遵","to obey, to observe, to follow","","","","","Chun-siú Thian-chú ê Kài-bēng./Góa chun sîn-hū ê bēng, boeh lâi pài-thok lí chi̍t hang tāi-chì.","Yo observe God’s Commandments.\I am obeying the priest’s orders in coming to beg you to do a favor.","遵守天主的誡命/我遵神父的命要來拜托你一件事情","","175"
"1280","chūn-saⁿ","","chun7-sann","","tsūn-sann","","tsun7-sann","","紋乾衣服","to wring clothes","","","","","","","","","175"
"1281","ê","","e5","","ê","","e5","","的","possessive particle","","","","","","","","","175"
"1282","ê","","e5","","ê","","e5","","個","class. for persons","","","","","","","","","176"
"1283","é","","e2","","é","","e2","","倭","short in stature","","","","lò","","","","","176"
"1284","ê","ôe","e5","oe5","ê","uê","e5","ue5","鞋","shoes (a pair of shoes)","","chi̍t siang","","","","","","","176"
"1285","ē","","e7","","ē","","e7","","會、能","can, able, will, feel (Cf. Gram. P. 150)","","","","bē","Lí ē kiaⁿ bē?/Chím-má lí ē ài-khùn bē?/Lí ē chhùi-ta bē?/Pak-tó͘ ē iau bē?/Lí ē joa̍h bē?/Lí ē kôaⁿ bē?/Lí ē lán bē?/Lí ē kì-tit bē?/Lí khòaⁿ bîn-ná-chài Chú-kàu ē lâi bē?/Nā án-ni chò ē chin hó.","Are you afraid?\Are you sleepy now?\Are you thirsty?\Are you hungry?\Are you hot?\Are you cold?\Are you tired?\Do you remember?\Do you think the Bishopn (Monsignor) will come tomorrow?\If you do it that way, it will be fine.","你會怕嗎？/你現在會想睡嗎？/你（會）口渴嗎？/你肚子餓嗎？/你熱嗎？/你冷嗎？/你累嗎？/你記得嗎？/你看明天主教會來嗎？/你這樣做就會很好","","176"
"1286","ē-tàng","","e7-tang3","","ē-tàng","","e7-tang3","","能夠","can, able to (Cf. Gram P. 147)","","","","bē-tàng","Lí bîn-ná-chài ē-tàng lâi bē?/I m̄ lâi, m̄ sī bē-tàng lâi./Góa bē-tàng kā lí kóng i tang-sî ē lâi, tān-sī i it-tēng ē lâi.","Can you come tomorrow?\He does not want to come, it isn’t that he can’t come.\I can’t say when he will come, but he certainly will come here.","你明天能夠來嗎？/他不來，不是不能夠來/我不能告訴你他什麼時候會來，但是他一定會來","","177"
