"id","poj_unicode","poj_input","kip_unicode","kip_input","hanlo_taibun_poj","hanlo_taibun_kip","hoabun","english","poochhiong_chuliau","muithe_miachheng","hongsang_jitki","liankiat"
"972","chū-hip kùn-á","chu7-hip kun3-a2","tsū-hip kùn-á","tsu7-hip kun3-a2","自翕棍仔","自翕棍仔","自拍棒","","","【民視台灣學堂】台語講世事","2018.06.21","https://youtu.be/FCARb0AB07M"
"973","kha-kè","kha-ke3","kha-kè","kha-ke3","跤架","跤架","腳架","","","【民視台灣學堂】台語講世事","2018.06.21","https://youtu.be/FCARb0AB07M"
"974","kā ta̍k-ke chhōe tó-tńg--lâi","ka7 tak8-ke chhoe7 to2-tng2--lai5","kā ta̍k-ke tshuē tó-tńg--lâi","ka7 tak8-ke tshue7 to2-tng2--lai5","kā逐家揣倒轉--來。","kā逐家揣倒轉--來。","","","","【民視台灣學堂】台語講世事","2018.06.21","https://youtu.be/FCARb0AB07M"
"975","chi̍t ê bīn àu-tū-tū","chit8 e5 bin7 au3-tu7-tu7","tsi̍t ê bīn àu-tū-tū","tsit8 e5 bin7 au3-tu7-tu7","一个面àu-tū-tū","一个面àu-tū-tū","","","","【民視台灣學堂】台語講世事","2018.06.21","https://youtu.be/FCARb0AB07M"
"976","Chêng-soaⁿ bē sī kiā, āu-soaⁿ khah kiā-piah.","Cheng5-soann be7 si7 kia7, au7-soann khah kia7-piah.","Tsîng-suann bē sī kiā, āu-suann khah kiā-piah.","Tsing5-suann be7 si7 kia7, au7-suann khah kia7-piah.","前山未是崎，後山較崎壁。","前山未是崎，後山較崎壁。","","","","【民視台灣學堂】台語講世事","2018.06.21","https://youtu.be/FCARb0AB07M"
"977","chhu-pho","chhu-pho","tshu-pho","tshu-pho","趨坡","趨坡","無障礙坡道/斜坡","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"978","chhiú-hōaⁿ","chhiu2-hoann7","tshiú-huānn","tshiu2-huann7","手扞","手扞","扶手","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"979","tam-tài","tam-tai3","tam-tài","tam-tai3","擔帶","擔帶","負責任","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"980","lo̍h-lâm","loh8-lam5","lo̍h-lâm","loh8-lam5","落南","落南","南下","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"981","chiūⁿ-pak","chiunn7-pak","tsiūnn-pak","tsiunn7-pak","上北","上北","北上","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"982","ho͘ phoe-phêng kah beh sí","hoo phoe-pheng5 kah beh si2","hoo phue-phîng kah beh sí","hoo phue-phing5 kah beh si2","予批評甲欲死","予批評甲欲死","遭痛批","","相關詞：mē kah chhàu-thâu(罵kah臭頭)","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"983","chin chia̍h-la̍t","chin chiah8-lat8","tsin tsia̍h-la̍t","tsin tsiah8-lat8","真食力","真食力","蠻累的","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"984","kha bē chih-la̍t","kha be7 chih-lat8","kha bē tsih-la̍t","kha be7 tsih-lat8","跤袂接力","跤袂接力","腳力不行","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"985","pôaⁿ-chhia","poann5-chhia","puânn-tshia","puann5-tshia","盤車","盤車","轉車","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"986","lò-lò-tn̂g ê lâu-thui","lo3-lo3-tng5 e5 lau5-thui","lò-lò-tn̂g ê lâu-thui","lo3-lo3-tng5 e5 lau5-thui","lò-lò長ê樓梯","lò-lò長ê樓梯","長長樓梯","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"987","chiah-nī bô lī-piān","chiah-ni7 bo5 li7-pian7","tsiah-nī bô lī-piān","tsiah-ni7 bo5 li7-pian7","遮爾無利便","遮爾無利便","如此不便","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"988","kha-chhiú khah mé--leh","kha-chhiu2 khah me2--leh","kha-tshiú khah mé--leh","kha-tshiu2 khah me2--leh","跤手較猛--咧","跤手較猛--咧","加快腳步","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"989","kang-sū hō͘ lâng bāu","kang-su7 hoo7 lang5 bau7","kang-sū hōo lâng bāu","kang-su7 hoo7 lang5 bau7","工事予人貿","工事予人貿","工程發包","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"990","hō͘ bîn-chiòng hiáng-siū chē-chhia pún-té tō eng-kai ū ê koân-ek","hoo7 bin5-chiong3 hiang2-siu7 che7-chhia pun2-te2 to7 eng-kai u7 e5 koan5-ek","hōo bîn-tsiòng hiáng-siū tsē-tshia pún-té tō ing-kai ū ê kuân-ik","hoo7 bin5-tsiong3 hiang2-siu7 tse7-tshia pun2-te2 to7 ing-kai u7 e5 kuan5-ik","予民眾享受坐車本底就應該有ê權益","予民眾享受坐車本底就應該有ê權益","還給乘客搭車權益","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"991","sin-sim-chiòng-gāi","sin-sim-chiong3-gai7","sin-sim-tsiòng-gāi","sin-sim-tsiong3-gai7","身心障礙者","身心障礙者","身心障礙者","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"992","chhah lûn-í","chhah lun5-i2","tshah lûn-í","tshah lun5-i2","插輪椅","插輪椅","安裝輪椅","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"993","seng-kàng-siat-pī","seng-kang3-siat-pi7","sing-kàng-siat-pī","sing-kang3-siat-pi7","升降設備","升降設備","升降設備","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"994","bô-chiòng-gāi","bo5-chiong3-gai7","bô-tsiòng-gāi","bo5-tsiong3-gai7","無障礙","無障礙","無障礙","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"995","tiān-thui","tian7-thui","tiān-thui","tian7-thui","電梯","電梯","電梯(有梯狀物一格一格)","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"996","liû-lông","liu5-long5","liû-lông","liu5-long5","流籠","流籠","電梯(箱狀設施)","","相關詞：lám-chhia(纜車)","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"997","hú-chō͘-ke-si","hu2-choo7-ke-si","hú-tsōo-ke-si","hu2-tsoo7-ke-si","輔助家私","輔助家私","輔具","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"998","koái-á","koai2-a2","kuái-á","kuai2-a2","拐仔","拐仔","拐杖","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"999","kín-kip-lêng","kin2-kip-leng5","kín-kip-lîng","kin2-kip-ling5","緊急鈴","緊急鈴","緊急鈴","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"1000","Chiah bē khì sià a-pah ê bīn-chú","Chiah be7 khi3 sia3 a-pah e5 bin7-chu2","Tsiah bē khì sià a-pah ê bīn-tsú","Tsiah be7 khi3 sia3 a-pah e5 bin7-tsu2","才未去卸阿爸ê面子","才未去卸阿爸ê面子","","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"1001","Sió chat--chi̍t-ē","Sio2 chat--chit8-e7","Sió tsat--tsi̍t-ē","Sio2 tsat--tsit8-e7","小節一下","小節一下","","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"1002","Lim ho͘ kàu khùi","Lim hoo kau3 khui3","Lim hoo kàu khuì","Lim hoo kau3 khui3","啉予夠氣","啉予夠氣","","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"1003","Che ài chhui khah ân--aleh ŏ͘","Che ai3 chhui khah an5--aleh oo9","Tse ài tshui khah ân--aleh őo","Tse ai3 tshui khah an5--aleh oo9","這愛摧較絚咧喔","這愛摧較絚咧喔","","","","【民視台灣學堂】台語講世事","2018.06.28","https://youtu.be/CCEEJ4CHmj0"
"1004","Kah-á giú kah bô chhiú-ńg ","Kah-a2 giu2 kah bo5 chhiu2-ng2 ","Kah-á giú kah bô tshiú-ńg ","Kah-a2 giu2 kah bo5 tshiu2-ng2 ","䘥仔搝甲無手ńg","䘥仔搝甲無手ńg","","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1005","ŏ͘ -lín-phih-kuh","oo9 -lin2-phih-kuh","őo -lín-phih-kuh","oo9 -lin2-phih-kuh","ŏ͘ -lín-phih-kuh","ő͘ -lín-phih-kuh","奧運","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1006","thé-khùn-tò͘ ","the2-khun3-too3 ","thé-khùn-tòo ","the2-khun3-too3 ","跆拳道","跆拳道","跆拳道","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1007","phĭn-phóng","phin9-phong2","phi̋n-phóng","phin9-phong2","phĭn-phóng","phi̋n-phóng","桌球","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1008","lio̍k-siōng kēng-ki","liok8-siong7 keng7-ki","lio̍k-siōng kīng-ki","liok8-siong7 king7-ki","陸上競技(日來詞)","陸上競技(日來詞)","田徑","","相關詞：tiân-kèng(田徑)","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1009","pe̍h-soa-tun","peh8-soa-tun","pe̍h-sua-tun","peh8-sua-tun","白沙「屯」","白沙「屯」","白沙「屯」","","相關詞：Lâm-tâu chháu-tùn(南投草屯), Tâi-tiong pak-tūn(台中北屯)","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1010","Lâm-tâu Chháu-tùn","Lam5-tau5 Chhau2-tun3","Lâm-tâu Tsháu-tùn","Lam5-tau5 Tshau2-tun3","南投草「屯」","南投草「屯」","南投草「屯」","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1011","Tâi-tiong Pak-tūn","Tai5-tiong Pak-tun7","Tâi-tiong Pak-tūn","Tai5-tiong Pak-tun7","台中北「屯」","台中北「屯」","南投草「屯」","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1012","sūn-sī chhiong-phòa","sun7-si7 chhiong-phoa3","sūn-sī tshiong-phuà","sun7-si7 tshiong-phua3","順序衝破","順序衝破","順利突破","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1013","sìn-tô͘ ek--ji̍p-lâi","sin3-too5 ek--jip8-lai5","sìn-tôo ik--ji̍p-lâi","sin3-too5 ik--jip8-lai5","信徒溢--入-來","信徒溢--入-來","湧入信徒","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1014","tah pò͘-phâng","tah poo3-phang5","tah pòo-phâng","tah poo3-phang5","搭布篷","搭布篷","搭棚","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1015","kah-á","kah-a2","kah-á","kah-a2","䘥仔","䘥仔","背心","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1016","lâng-tīn-lāi lâi-lâi-khì-khì","lang5-tin7-lai7 lai5-lai5-khi3-khi3","lâng-tīn-lāi lâi-lâi-khì-khì","lang5-tin7-lai7 lai5-lai5-khi3-khi3","人陣內來來去去","人陣內來來去去","穿梭人群","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1017","ji̍t-thâu khah mé to m̄ kiaⁿ","jit8-thau5 khah me2 to m7 kiann","ji̍t-thâu khah mé to m̄ kiann","jit8-thau5 khah me2 to m7 kiann","日頭較猛都毋驚","日頭較猛都毋驚","頂著烈日","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1018","hòng-sàng","hong3-sang3","hòng-sàng","hong3-sang3","放送","放送","廣播","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1019","kā Tâi-oân tàu-saⁿ-kāng, tī kok-chè ò-hōe chèng-sek thê-àn","ka7 Tai5-oan5 tau3-sann-kang7, ti7 kok-che3 o3-hoe7 cheng3-sek the5-an3","kā Tâi-uân tàu-sann-kāng, tī kok-tsè ò-huē tsìng-sik thê-àn","ka7 Tai5-uan5 tau3-sann-kang7, ti7 kok-tse3 o3-hue7 tsing3-sik the5-an3","kā台灣鬥相共，佇國際奧會正式提案","kā台灣鬥相共，佇國際奧會正式提案","幫台灣正式提出給國際奧會","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1020","Tang-kiaⁿ Ò-ūn","Tang-kiann O3-un7","Tang-kiann Ò-ūn","Tang-kiann O3-un7","東京奧運","東京奧運","東京奧運","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1021","Tang-kiaⁿ ͘ŏ͘-lín-phih-kuh","Tang-kiann ͘oo9-lin2-phih-kuh","Tang-kiann ͘őo-lín-phih-kuh","Tang-kiann ͘oo9-lin2-phih-kuh","東京奧運","東京奧運","東京奧運","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1022","chiàⁿ-miâ","chiann3-mia5","tsiànn-miâ","tsiann3-mia5","正名","正名","正名","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1023","kok-chè cho͘-chit","kok-che3 choo-chit","kok-tsè tsoo-tsit","kok-tse3 tsoo-tsit","國際組織","國際組織","國際組織","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1024","hō-miâ-khoân","ho7-mia5-khoan5","hō-miâ-khuân","ho7-mia5-khuan5","號名權","號名權","命名權","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1025","liân-sú kong-tâu","lian5-su2 kong-tau5","liân-sú kong-tâu","lian5-su2 kong-tau5","聯署公投","聯署公投","聯署公投","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1026","jîn-bîn ì-sek","jin5-bin5 i3-sek","jîn-bîn ì-sik","jin5-bin5 i3-sik","人民意識","人民意識","人民意識","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1027","tâi-kûn-tō","tai5-kun5-to7","tâi-kûn-tō","tai5-kun5-to7","跆拳道","跆拳道","跆拳道","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1028","siā-chìⁿ","sia7-chinn3","siā-tsìnn","sia7-tsinn3","射箭","射箭","射箭","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1029","giâ-tāng","gia5-tang7","giâ-tāng","gia5-tang7","夯重","夯重","舉重","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1030","iá-kiû","ia2-kiu5","iá-kiû","ia2-kiu5","野球","野球","野球","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1031","bú-su̍t","bu2-sut8","bú-su̍t","bu2-sut8","武術","武術","武術","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1032","tiân-kéng","tian5-keng2","tiân-kíng","tian5-king2","田徑","田徑","田徑","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1033","Gún hiám-hiám tō bô-miā","Gun2 hiam2-hiam2 to7 bo5-mia7","Gún hiám-hiám tō bô-miā","Gun2 hiam2-hiam2 to7 bo5-mia7","阮險險就無命","阮險險就無命","","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1034","Chit the ài thiu ti-bó-sòe","Chit the ai3 thiu ti-bo2-soe3","Tsit the ài thiu ti-bó-suè","Tsit the ai3 thiu ti-bo2-sue3","這胎ài抽豬母稅","這胎ài抽豬母稅","","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1035","Che beh ná ē-ēng--tit--lah?","Che beh na2 e7-eng7--tit--lah?","Tse beh ná ē-īng--tit--lah?","Tse beh na2 e7-ing7--tit--lah?","這欲那會用得啦?","這欲那會用得啦?","","","","【民視台灣學堂】台語講世事","2018.07.05","https://youtu.be/LUJ_kcsfR_0"
"1036","chhiò-thâu-chhiò-bīn","chhio3-thau5-chhio3-bin7","tshiò-thâu-tshiò-bīn","tshio3-thau5-tshio3-bin7","笑頭笑面","笑頭笑面","面帶微笑","","","【民視台灣學堂】台語講世事","2018.07.12","https://youtu.be/nyopl-cd8vQ"
"1037","Hoaⁿ-thâu-hí-bīn","Hoann-thau5-hi2-bin7","Huann-thâu-hí-bīn","Huann-thau5-hi2-bin7","歡頭喜面","歡頭喜面","滿臉笑容","","","【民視台灣學堂】台語講世事","2018.07.12","https://youtu.be/nyopl-cd8vQ"
"1038","cháu-tàng ê ak-chhiú","chau2-tang3 e5 ak-chhiu2","tsáu-tàng ê ak-tshiú","tsau2-tang3 e5 ak-tshiu2","走凍ê握手","走凍ê握手","破冰之握","","","【民視台灣學堂】台語講世事","2018.07.12","https://youtu.be/nyopl-cd8vQ"
"1039","tiâu-sián Poàn-tó","tiau5-sian2 Poan3-to2","tiâu-sián Puàn-tó","tiau5-sian2 Puan3-to2","朝鮮半島","朝鮮半島","朝鮮半島","","","【民視台灣學堂】台語講世事","2018.07.12","https://youtu.be/nyopl-cd8vQ"
"1040","u-lá-ní-ù-muh","u-la2-ni2-u3-muh","u-lá-ní-ù-muh","u-la2-ni2-u3-muh","u-lá-ní-ù-muh","u-lá-ní-ù-muh","鈾(uranium)","","","【民視台灣學堂】台語講世事","2018.07.12","https://youtu.be/nyopl-cd8vQ"
"1041","hoán-hêng","hoan2-heng5","huán-hîng","huan2-hing5","反形","反形","反常","","","【民視台灣學堂】台語講世事","2018.07.12","https://youtu.be/nyopl-cd8vQ"
"1042","lām-tīn","lam7-tin7","lām-tīn","lam7-tin7","濫陣","濫陣","混入陣隊","","","【民視台灣學堂】台語講世事","2018.07.12","https://youtu.be/nyopl-cd8vQ"
"1043","Hoaⁿ-hí kòe-thâu sī ē lâu ba̍k-sái","Hoann-hi2 koe3-thau5 si7 e7 lau5 bak8-sai2","Huann-hí kuè-thâu sī ē lâu ba̍k-sái","Huann-hi2 kue3-thau5 si7 e7 lau5 bak8-sai2","歡喜過頭是會流目屎","歡喜過頭是會流目屎","","","","【民視台灣學堂】台語講世事","2018.07.12","https://youtu.be/nyopl-cd8vQ"
"1044","Pō͘ -pō͘  sè-jī khah ū pún","Poo7 -poo7  se3-ji7 khah u7 pun2","Pōo -pōo  sè-jī khah ū pún","Poo7 -poo7  se3-ji7 khah u7 pun2","步步細膩卡有本","步步細膩卡有本","","","","【民視台灣學堂】台語講世事","2018.07.12","https://youtu.be/nyopl-cd8vQ"
"1045","Nn̄g lâng thâu-pái kìⁿ-bīn, lóng chhiò-thâu-chhiò-bīn,","Nng7 lang5 thau5-pai2 kinn3-bin7, long2 chhio3-thau5-chhio3-bin7,","Nn̄g lâng thâu-pái kìnn-bīn, lóng tshiò-thâu-tshiò-bīn,","Nng7 lang5 thau5-pai2 kinn3-bin7, long2 tshio3-thau5-tshio3-bin7,","兩人頭擺見面，攏笑頭笑面","兩人頭擺見面，攏笑頭笑面","兩人頭一次見面，都面帶微笑，","","","【民視台灣學堂】台語講世事","2018.07.12","https://youtu.be/nyopl-cd8vQ"
"1046","khì-hun chiâⁿ bā-táu","khi3-hun chiann5 ba7-tau2","khì-hun tsiânn bā-táu","khi3-hun tsiann5 ba7-tau2","氣份誠bā-táu。","氣份誠bā-táu。","氣氛相當融洽。","","","【民視台灣學堂】台語講世事","2018.07.12","https://youtu.be/nyopl-cd8vQ"
"1047","kā khìm# Chhiòng# Ńg chhéng-an,","ka7 khim3# Chhiong3# Ng2 chheng2-an,","kā khìm# Tshiòng# Ńg tshíng-an,","ka7 khim3# Tshiong3# Ng2 tshing2-an,","Kā金正恩請安，","Kā金正恩請安，","向金正恩問候，","","","【民視台灣學堂】台語講世事","2018.07.12","https://youtu.be/nyopl-cd8vQ"
"1048","kóng chin hoaⁿ-hí kìⁿ-tio̍h i.","kong2 chin hoann-hi2 kinn3-tioh8 i.","kóng tsin huann-hí kìnn-tio̍h i.","kong2 tsin huann-hi2 kinn3-tioh8 i.","講真歡喜見著伊。","講真歡喜見著伊。","說見到他真好。","","","【民視台灣學堂】台語講世事","2018.07.12","https://youtu.be/nyopl-cd8vQ"
"1049","Kòe-khì kā gún ê kha-ba̍k lia̍h-tiâu--leh,","Koe3-khi3 ka7 gun2 e5 kha-bak8 liah8-tiau5--leh,","Kuè-khì kā gún ê kha-ba̍k lia̍h-tiâu--leh,","Kue3-khi3 ka7 gun2 e5 kha-bak8 liah8-tiau5--leh,","過去kā阮ê跤目掠牢--leh,","過去kā阮ê跤目掠牢--leh,","過去抓住我們的腳踝，","","","【民視台灣學堂】台語講世事","2018.07.12","https://youtu.be/nyopl-cd8vQ"
"1050","í-chá ê si̍p-koàn jia-cha̍h gún ê ní-bo̍k.","i2-cha2 e5 sip8-koan3 jia-chah8 gun2 e5 ni2-bok8.","í-tsá ê si̍p-kuàn jia-tsa̍h gún ê ní-bo̍k.","i2-tsa2 e5 sip8-kuan3 jia-tsah8 gun2 e5 ni2-bok8.","以早ê習慣遮閘ê阮耳目。","以早ê習慣遮閘ê阮耳目。","慣行遮蔽我們的耳目。","","","【民視台灣學堂】台語講世事","2018.07.12","https://youtu.be/nyopl-cd8vQ"
